qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q1_rank
990,64,22,11,11,6,1:15.757,1:14.652,1:14.934,75.757,74.652,8
991,64,4,4,1,7,1:15.518,1:14.746,1:15.282,75.518,74.746,5
992,64,23,7,7,8,1:15.789,1:14.743,1:15.923,75.789,74.743,9
993,64,37,1,4,9,1:15.655,1:15.021,1:15.936,75.655,75.021,6
994,64,14,9,14,10,1:15.836,1:14.826,1:16.326,75.836,74.826,11
995,64,17,3,9,11,1:15.719,1:15.094,\N,75.719,75.094,7
996,64,32,9,15,12,1:15.816,1:15.141,\N,75.816,75.141,10
997,64,15,7,8,13,1:15.430,1:15.150,\N,75.43,75.15,4
998,64,35,2,17,14,1:16.281,1:15.329,\N,76.281,75.32900000000001,16
999,64,3,3,10,15,1:16.183,1:15.380,\N,76.18299999999999,75.38,14
1000,64,2,2,16,16,1:16.234,1:15.397,\N,76.23400000000001,75.397,15
1001,64,24,5,20,17,1:16.399,\N,\N,76.399,NA,17
1002,64,27,13,19,18,1:17.093,\N,\N,77.093,NA,18
1003,64,11,8,22,19,1:17.185,\N,\N,77.185,NA,19
1004,64,33,13,18,20,1:17.836,\N,\N,77.836,NA,20
1005,64,29,8,23,21,1:20.444,\N,\N,80.444,NA,21
1007,65,8,1,3,1,1:20.080,1:19.704,1:19.599,80.08,79.70400000000001,2
1008,65,13,6,6,2,1:19.742,1:19.504,1:19.886,79.742,79.504,1
1009,65,22,11,11,3,1:21.141,1:19.783,1:20.085,81.14099999999999,79.783,6
1010,65,18,11,12,4,1:20.820,1:19.943,1:20.092,80.82,79.943,3
1011,65,37,1,4,5,1:21.288,1:19.991,1:20.117,81.288,79.991,8
1012,65,17,3,9,6,1:21.335,1:20.047,1:20.266,81.33500000000001,80.047,9
1013,65,23,7,7,7,1:21.112,1:20.243,1:20.759,81.112,80.243,5
1014,65,21,4,2,8,1:21.370,1:20.154,1:20.924,81.37,80.154,10
1015,65,15,7,8,9,1:21.434,1:20.231,1:21.132,81.434,80.231,11
1016,65,9,2,17,10,1:20.891,1:20.256,1:22.049,80.89099999999999,80.256,4
1017,65,2,2,16,11,1:21.437,1:20.623,\N,81.437,80.623,12
1018,65,30,6,5,12,1:21.440,1:20.875,\N,81.44,80.875,13
1019,65,14,9,14,13,1:21.163,1:20.890,\N,81.163,80.89,7
1020,65,32,9,15,14,1:22.027,1:21.207,\N,82.027,81.207,16
1021,65,4,4,1,15,1:21.792,1:21.364,\N,81.792,81.364,14
1022,65,33,13,18,16,1:22.009,1:23.767,\N,82.009,83.767,15
1023,65,24,5,20,17,1:22.068,\N,\N,82.068,NA,17
1024,65,3,3,10,18,1:22.084,\N,\N,82.084,NA,18
1025,65,26,5,21,19,1:22.317,\N,\N,82.31700000000001,NA,19
1026,65,11,8,22,20,1:22.967,\N,\N,82.967,NA,20
1027,65,27,13,19,21,1:23.146,\N,\N,83.146,NA,21
1028,65,29,8,23,22,1:24.016,\N,\N,84.01599999999999,NA,22
1029,66,13,6,6,1,1:27.306,1:27.059,1:26.907,87.306,87.059,1
1030,66,30,6,5,2,1:27.385,1:25.850,1:27.284,87.385,85.85,2
1031,66,4,4,1,3,1:27.861,1:26.917,1:27.321,87.861,86.917,4
1032,66,21,4,2,4,1:28.175,1:27.346,1:27.564,88.175,87.346,5
1033,66,23,7,7,5,1:27.668,1:27.062,1:27.569,87.668,87.062,3
1034,66,2,2,16,6,1:28.200,1:27.251,1:27.785,88.2,87.251,6
1035,66,18,11,12,7,1:28.222,1:26.872,1:27.790,88.22200000000001,86.872,8
1036,66,8,1,3,8,1:28.236,1:27.202,1:27.866,88.236,87.202,9
1037,66,9,2,17,9,1:28.212,1:27.405,1:28.167,88.212,87.405,7
1038,66,17,3,9,10,1:28.307,1:27.608,1:29.436,88.307,87.608,11
1039,66,32,9,15,11,1:28.271,1:27.852,\N,88.271,87.852,10
1040,66,37,1,4,12,1:28.403,1:27.897,\N,88.40299999999999,87.89699999999999,12
1041,66,15,7,8,13,1:28.549,1:27.973,\N,88.549,87.973,14
1042,66,22,11,11,14,1:28.411,1:28.257,\N,88.411,88.257,13
1043,66,3,3,10,15,1:28.889,1:28.386,\N,88.889,88.386,15
1044,66,27,13,19,16,1:29.021,1:28.639,\N,89.021,88.639,16
1045,66,14,9,14,17,1:29.136,\N,\N,89.136,NA,17
1046,66,26,5,21,18,1:29.158,\N,\N,89.158,NA,18
1047,66,24,5,20,19,1:29.250,\N,\N,89.25,NA,19
1048,66,33,13,18,20,1:29.901,\N,\N,89.901,NA,20
1049,66,29,8,23,21,1:30.607,\N,\N,90.607,NA,21
1050,66,11,8,22,22,1:30.850,\N,\N,90.85,NA,22
1051,67,8,1,3,1,1:21.994,1:21.349,1:21.484,81.994,81.349,4
1052,67,30,6,5,2,1:21.711,1:21.353,1:21.486,81.711,81.35300000000001,1
1053,67,2,2,16,3,1:21.764,1:21.425,1:21.653,81.764,81.425,3
1054,67,13,6,6,4,1:22.028,1:21.225,1:21.704,82.02799999999999,81.225,5
1055,67,18,11,12,5,1:22.512,1:21.572,1:22.011,82.512,81.572,10
1056,67,9,2,17,6,1:22.437,1:21.270,1:22.258,82.437,81.27,8
1057,67,37,1,4,7,1:22.422,1:21.878,1:22.280,82.422,81.878,7
1058,67,22,11,11,8,1:22.640,1:21.688,1:22.787,82.64,81.688,14
1059,67,21,4,2,9,1:22.486,1:21.722,1:23.175,82.486,81.72200000000001,9
1060,67,4,4,1,10,1:21.747,1:21.526,1:25.688,81.747,81.526,2
1061,67,15,7,8,11,1:22.093,1:21.924,\N,82.093,81.924,6
1062,67,3,3,10,12,1:22.581,1:22.203,\N,82.581,82.203,11
1063,67,23,7,7,13,1:22.622,1:22.280,\N,82.622,82.28,13
1064,67,14,9,14,14,1:22.618,1:22.589,\N,82.618,82.589,12
1065,67,26,5,21,15,1:22.943,1:23.165,\N,82.943,83.16499999999999,16
1066,67,32,9,15,16,1:22.898,\N,\N,82.898,NA,15
1067,67,24,5,20,17,1:23.043,\N,\N,83.043,NA,17
1068,67,27,14,19,18,1:23.116,\N,\N,83.116,NA,18
1069,67,17,3,9,19,1:23.341,\N,\N,83.34100000000001,NA,19
1070,67,33,14,18,20,1:23.920,\N,\N,83.92,NA,20
1071,67,11,8,22,21,1:24.289,\N,\N,84.289,NA,21
1072,67,29,8,23,22,1:26.001,\N,\N,86.001,NA,22
1073,68,4,4,1,1,1:44.128,1:43.951,1:44.360,104.128,103.951,1
1074,68,21,4,2,2,1:44.378,1:44.336,1:44.992,104.378,104.336,2
1075,68,22,11,11,3,1:47.072,1:45.228,1:45.503,107.072,105.22800000000001,12
1076,68,18,11,12,4,1:45.809,1:44.662,1:45.503,105.809,104.662,6
1077,68,8,1,3,5,1:44.909,1:45.622,1:45.754,104.90899999999999,105.622,4
1078,68,30,6,5,6,1:47.366,1:45.660,1:45.775,107.366,105.66,14
1079,68,37,1,4,7,1:44.808,1:45.095,1:45.877,104.80799999999999,105.095,3
1080,68,2,2,16,8,1:46.249,1:45.055,1:46.053,106.249,105.055,10
1081,68,9,2,17,9,1:46.049,1:45.576,1:46.632,106.049,105.576,8
1082,68,38,9,15,10,1:46.387,1:45.747,1:48.021,106.387,105.747,11
1083,68,26,5,21,11,1:46.222,1:45.851,\N,106.22200000000001,105.851,9
1084,68,14,9,14,12,1:45.931,1:45.968,\N,105.931,105.968,7
1085,68,24,5,20,13,1:45.564,1:46.172,\N,105.564,106.172,5
1086,68,17,3,9,14,1:48.560,1:46.413,\N,108.56,106.413,16
1087,68,3,3,10,15,1:47.535,1:47.419,\N,107.535,107.419,15
1088,68,23,7,7,16,1:48.894,\N,\N,108.894,NA,17
1089,68,15,7,8,17,1:49.098,\N,\N,109.098,NA,18
1090,68,33,14,18,18,1:49.903,\N,\N,109.90299999999999,NA,20
1091,68,29,8,23,19,1:55.560,\N,\N,115.56,NA,22
1092,68,13,6,6,20,1:47.231,1:45.970,\N,107.231,105.97,13
1093,68,11,8,22,21,1:50.326,\N,\N,110.326,NA,21
1094,68,27,14,19,22,1:49.542,\N,\N,109.542,NA,19
1095,69,13,6,6,1,1:30.112,1:29.830,1:29.599,90.112,89.83,1
1096,69,30,6,5,2,1:31.279,1:28.954,1:29.711,91.279,88.95400000000001,8
1097,69,23,7,7,3,1:30.595,1:30.299,1:29.989,90.595,90.299,4
1098,69,15,7,8,4,1:30.420,1:30.204,1:30.039,90.42,90.20400000000001,2
1099,69,4,4,1,5,1:30.976,1:30.357,1:30.371,90.976,90.357,6
1100,69,21,4,2,6,1:31.696,1:30.306,1:30.599,91.696,90.306,11
1101,69,18,11,12,7,1:30.847,1:30.268,1:30.992,90.84700000000001,90.268,5
1102,69,22,11,11,8,1:31.972,1:30.598,1:31.478,91.97200000000001,90.598,14
1103,69,2,2,16,9,1:31.811,1:30.470,1:31.513,91.811,90.47,13
1104,69,3,3,10,10,1:30.585,1:30.321,1:31.856,90.58500000000001,90.321,3
1105,69,8,1,3,11,1:32.080,1:30.827,\N,92.08,90.827,15
1106,69,9,2,17,12,1:31.204,1:31.094,\N,91.20400000000001,91.094,7
1107,69,37,1,4,13,1:31.581,1:31.254,\N,91.581,91.254,9
1108,69,17,3,9,14,1:31.647,1:31.276,\N,91.64699999999999,91.276,10
1109,69,24,5,20,15,1:31.741,1:31.943,\N,91.741,91.943,12
1110,69,27,14,19,16,1:32.221,1:33.750,\N,92.221,93.75,16
1111,69,14,9,14,17,1:32.252,\N,\N,92.25200000000001,NA,17
1112,69,38,9,15,18,1:32.402,\N,\N,92.402,NA,18
1113,69,26,5,21,19,1:32.867,\N,\N,92.86699999999999,NA,19
1114,69,11,8,22,20,1:33.666,\N,\N,93.666,NA,20
1115,69,33,14,18,21,1:33.709,\N,\N,93.709,NA,21
1117,70,13,6,6,1,1:10.643,1:10.775,1:10.680,70.643,70.775,1
1118,70,8,1,3,2,1:12.035,1:11.386,1:11.299,72.035,71.386,10
1119,70,15,7,8,3,1:11.885,1:11.343,1:11.328,71.885,71.343,6
1120,70,4,4,1,4,1:11.791,1:11.148,1:11.567,71.791,71.148,4
1121,70,22,11,11,5,1:12.017,1:11.578,1:11.619,72.017,71.578,9
1122,70,21,4,2,6,1:12.042,1:11.461,1:11.629,72.042,71.461,12
1123,70,23,7,7,7,1:11.713,1:11.550,1:11.695,71.713,71.55,3
1124,70,2,2,16,8,1:12.307,1:11.648,1:11.882,72.307,71.648,14
1125,70,9,2,17,9,1:12.040,1:11.589,1:12.131,72.03999999999999,71.589,11
1126,70,30,6,5,10,1:11.565,1:10.313,\N,71.565,70.313,2
1127,70,17,3,9,11,1:11.973,1:11.650,\N,71.973,71.65,7
1128,70,37,1,4,12,1:11.825,1:11.658,\N,71.825,71.658,5
1129,70,3,3,10,13,1:11.974,1:11.679,\N,71.974,71.679,8
1130,70,18,11,12,14,1:12.085,1:11.742,\N,72.08500000000001,71.742,13
1131,70,38,9,15,15,1:12.530,1:12.591,\N,72.53,72.591,15
1132,70,24,5,20,16,1:12.855,1:12.861,\N,72.855,72.861,16
1133,70,26,5,21,17,1:12.856,\N,\N,72.856,NA,17
1134,70,27,14,19,18,1:13.138,\N,\N,73.138,NA,18
1135,70,14,9,14,19,1:13.249,\N,\N,73.249,NA,19
1136,70,11,8,22,20,1:13.269,\N,\N,73.269,NA,20
1137,70,29,8,23,21,1:13.357,\N,\N,73.357,NA,21
2986,1,18,23,22,1,1:25.211,1:24.855,1:26.202,85.211,84.855,2
2987,1,22,23,23,2,1:25.006,1:24.783,1:26.505,85.006,84.783,1
2988,1,20,9,15,3,1:25.938,1:25.121,1:26.830,85.938,85.121,10
2989,1,9,2,5,4,1:25.922,1:25.152,1:26.914,85.922,85.152,9
2990,1,3,3,16,5,1:25.846,1:25.123,1:26.973,85.846,85.123,7
2991,1,10,7,10,6,1:25.499,1:25.281,1:26.975,85.499,85.281,4
2992,1,13,6,3,7,1:25.844,1:25.319,1:27.033,85.844,85.319,6
2993,1,15,7,9,8,1:26.194,1:25.265,1:27.127,86.194,85.265,14
2994,1,8,6,4,9,1:25.899,1:25.380,1:27.163,85.899,85.38,8
2995,1,17,9,14,10,1:25.427,1:25.241,1:27.246,85.42699999999999,85.241,3
2996,1,2,2,6,11,1:25.827,1:25.504,\N,85.827,85.504,5
2997,1,4,4,7,12,1:26.026,1:25.605,\N,86.026,85.605,11
2998,1,6,3,17,13,1:26.074,1:25.607,\N,86.074,85.607,12
2999,1,5,1,2,14,1:26.184,1:25.726,\N,86.184,85.726,13
3000,1,1,1,1,15,1:26.454,\N,\N,86.45400000000001,NA,15
3001,1,67,5,12,16,1:26.503,\N,\N,86.503,NA,16
3002,1,12,4,8,17,1:26.598,\N,\N,86.598,NA,17
3003,1,21,10,21,18,1:26.677,\N,\N,86.67699999999999,NA,18
3004,1,16,10,20,19,1:26.742,\N,\N,86.742,NA,19
3005,1,7,5,11,20,1:26.964,\N,\N,86.964,NA,20
3006,2,18,23,22,1,1:35.058,1:33.784,1:35.181,95.05799999999999,93.78399999999999,7
3007,2,15,7,9,2,1:34.745,1:33.990,1:35.273,94.745,93.99000000000001,2
3008,2,20,9,15,3,1:34.935,1:34.276,1:35.518,94.935,94.27600000000001,4
3009,2,22,23,23,4,1:34.681,1:34.387,1:35.651,94.681,94.387,1
3010,2,10,7,10,5,1:34.907,1:34.258,1:35.690,94.907,94.25800000000001,3
3011,2,3,3,16,6,1:35.083,1:34.547,1:35.750,95.083,94.547,8
3012,2,17,9,14,7,1:35.027,1:34.222,1:35.797,95.027,94.22200000000001,6
3013,2,9,2,5,8,1:35.166,1:34.562,1:36.106,95.166,94.562,10
3014,2,8,6,4,9,1:35.476,1:34.456,1:36.170,95.476,94.456,14
3015,2,4,4,7,10,1:35.260,1:34.706,1:37.659,95.25999999999999,94.706,11
3016,2,2,2,5,11,1:35.110,1:34.769,\N,95.11,94.769,9
3017,2,6,3,17,12,1:35.341,1:34.788,\N,95.34100000000001,94.788,13
3018,2,1,1,1,13,1:35.280,1:34.905,\N,95.28,94.905,12
3019,2,5,1,2,14,1:35.023,1:34.924,\N,95.023,94.924,5
3020,2,7,5,11,15,1:35.507,1:35.431,\N,95.507,95.431,15
3021,2,13,6,3,16,1:35.642,\N,\N,95.642,NA,16
3022,2,12,4,8,17,1:35.708,\N,\N,95.708,NA,17
3023,2,21,10,21,18,1:35.908,\N,\N,95.908,NA,18
3024,2,16,10,20,19,1:35.951,\N,\N,95.951,NA,19
3025,2,67,5,12,20,1:36.107,\N,\N,96.107,NA,20
3026,3,20,9,15,1,1:36.565,1:35.130,1:36.184,96.565,95.13,13
3027,3,4,4,7,2,1:36.443,1:35.803,1:36.381,96.443,95.803,11
3028,3,17,9,14,3,1:35.751,1:35.173,1:36.466,95.751,95.173,3
3029,3,22,23,23,4,1:35.701,1:35.503,1:36.493,95.701,95.503,2
3030,3,18,23,22,5,1:35.533,1:35.556,1:36.532,95.533,95.556,1
3031,3,15,7,9,6,1:36.308,1:35.645,1:36.835,96.30799999999999,95.64500000000001,9
3032,3,3,3,16,7,1:35.941,1:35.809,1:37.397,95.941,95.809,5
3033,3,8,6,4,8,1:36.137,1:35.856,1:38.089,96.137,95.856,6
3034,3,1,1,1,9,1:35.776,1:35.740,1:38.595,95.77600000000001,95.74000000000001,4
3035,3,67,5,12,10,1:36.284,1:35.965,1:39.321,96.28399999999999,95.965,8
3036,3,2,2,6,11,1:36.525,1:35.975,\N,96.525,95.975,12
3037,3,5,1,2,12,1:36.646,1:36.032,\N,96.646,96.032,14
3038,3,13,6,3,13,1:36.178,1:36.033,\N,96.178,96.033,7
3039,3,10,7,10,14,1:36.364,1:36.066,\N,96.364,96.066,10
3040,3,6,3,17,15,1:36.673,1:36.193,\N,96.673,96.193,15
3041,3,7,5,11,16,1:36.906,\N,\N,96.906,NA,16
3042,3,12,4,8,17,1:36.908,\N,\N,96.908,NA,17
3043,3,9,2,5,18,1:36.966,\N,\N,96.96600000000001,NA,18
3044,3,16,10,20,19,1:37.669,\N,\N,97.669,NA,19
3045,3,21,10,11,20,1:37.672,\N,\N,97.672,NA,20
3046,4,15,7,9,1,1:32.799,1:32.671,1:33.431,92.799,92.67099999999999,2
3047,4,10,7,10,2,1:33.165,1:32.613,1:33.712,93.16499999999999,92.613,7
3048,4,20,9,15,3,1:32.680,1:32.474,1:34.015,92.68,92.47399999999999,1
3049,4,18,23,22,4,1:32.978,1:32.842,1:34.044,92.97800000000001,92.842,4
3050,4,1,1,1,5,1:32.851,1:32.877,1:34.196,92.851,92.87700000000001,3
3051,4,22,23,23,6,1:33.116,1:32.842,1:34.239,93.116,92.842,5
3052,4,4,4,7,7,1:33.627,1:32.860,1:34.578,93.62700000000001,92.86,14
3053,4,13,6,3,8,1:33.297,1:33.014,1:34.818,93.297,93.01400000000001,9
3054,4,3,3,16,9,1:33.672,1:33.166,1:35.134,93.672,93.166,15
3055,4,8,6,4,10,1:33.117,1:32.827,1:35.380,93.11699999999999,92.827,6
3056,4,5,1,2,11,1:33.479,1:33.242,\N,93.479,93.24199999999999,11
3057,4,6,3,17,12,1:33.221,1:33.348,\N,93.221,93.348,8
3058,4,9,2,5,13,1:33.495,1:33.487,\N,93.495,93.487,12
3059,4,2,2,6,14,1:33.377,1:33.562,\N,93.37700000000001,93.562,10
3060,4,12,4,8,15,1:33.608,1:33.941,\N,93.608,93.941,13
3061,4,16,10,20,16,1:33.722,\N,\N,93.72200000000001,NA,16
3062,4,67,5,12,17,1:33.753,\N,\N,93.753,NA,17
3063,4,21,10,21,18,1:33.910,\N,\N,93.91,NA,18
3064,4,17,9,14,19,1:34.038,\N,\N,94.038,NA,19
3065,4,7,5,11,20,1:34.159,\N,\N,94.15899999999999,NA,20
3066,5,18,23,22,1,1:20.707,1:20.192,1:20.527,80.707,80.19200000000001,3
3067,5,20,9,15,2,1:20.715,1:20.220,1:20.660,80.715,80.22,4
3068,5,22,23,23,3,1:20.808,1:19.954,1:20.762,80.80799999999999,79.95400000000001,6
3069,5,13,6,3,4,1:20.484,1:20.149,1:20.934,80.48400000000001,80.149,1
3070,5,17,9,14,5,1:20.689,1:20.007,1:21.049,80.689,80.007,2
3071,5,10,7,10,6,1:20.877,1:20.107,1:21.247,80.877,80.107,8
3072,5,15,7,9,7,1:21.189,1:20.420,1:21.254,81.189,80.42,15
3073,5,4,4,7,8,1:21.186,1:20.509,1:21.392,81.186,80.509,14
3074,5,3,3,16,9,1:20.745,1:20.256,1:22.558,80.745,80.256,5
3075,5,9,2,5,10,1:20.931,1:20.408,1:22.685,80.931,80.408,9
3076,5,6,3,17,11,1:20.818,1:20.531,\N,80.818,80.531,7
3077,5,12,4,8,12,1:21.128,1:20.604,\N,81.128,80.604,13
3078,5,2,2,6,13,1:21.095,1:20.676,\N,81.095,80.676,12
3079,5,1,1,1,14,1:20.991,1:20.805,\N,80.991,80.805,10
3080,5,67,5,12,15,1:21.033,1:21.067,\N,81.033,81.06700000000001,11
3081,5,8,6,4,16,1:21.291,\N,\N,81.291,NA,16
3082,5,7,5,11,17,1:21.300,\N,\N,81.3,NA,17
3083,5,5,1,2,18,1:21.675,\N,\N,81.675,NA,18
3084,5,16,10,20,19,1:21.742,\N,\N,81.742,NA,19
3085,5,21,10,21,20,1:22.204,\N,\N,82.20400000000001,NA,20
3086,6,18,23,22,1,1:15.210,1:15.016,1:14.902,75.21000000000001,75.016,2
3087,6,8,6,4,2,1:15.746,1:14.514,1:14.927,75.746,74.514,7
3088,6,22,23,23,3,1:15.425,1:14.829,1:15.077,75.425,74.82900000000001,5
3089,6,20,9,15,4,1:15.915,1:14.879,1:15.271,75.91499999999999,74.879,10
3090,6,13,6,3,5,1:15.340,1:15.001,1:15.437,75.34,75.001,4
3091,6,3,3,16,6,1:15.094,1:14.846,1:15.455,75.094,74.846,1
3092,6,5,1,2,7,1:15.495,1:14.809,1:15.516,75.495,74.809,6
3093,6,17,9,14,8,1:15.260,1:14.825,1:15.653,75.26,74.825,3
3094,6,4,4,7,9,1:15.898,1:15.200,1:16.009,75.898,75.2,9
3095,6,6,3,17,10,1:15.930,1:15.579,1:17.344,75.93,75.57900000000001,11
3096,6,67,5,12,11,1:15.834,1:15.833,\N,75.834,75.833,8
3097,6,12,4,8,12,1:16.013,1:15.837,\N,76.013,75.837,12
3098,6,21,10,21,13,1:16.063,1:16.146,\N,76.063,76.146,13
3099,6,7,5,11,14,1:16.120,1:16.281,\N,76.12,76.281,14
3100,6,16,10,20,15,1:16.248,1:16.545,\N,76.248,76.545,15
3101,6,1,1,1,16,1:16.264,\N,\N,76.264,NA,16
3102,6,2,2,6,17,1:16.264,\N,\N,76.264,NA,16
3103,6,9,2,5,18,1:16.405,\N,\N,76.405,NA,18
3104,6,15,7,9,19,1:16.548,\N,\N,76.548,NA,19
3105,6,10,7,10,20,1:16.788,\N,\N,76.788,NA,20
3106,7,20,9,15,1,1:27.330,1:27.016,1:28.316,87.33,87.01599999999999,1
3107,7,18,23,22,2,1:27.355,1:27.230,1:28.421,87.355,87.23,2
3108,7,22,23,23,3,1:27.371,1:27.418,1:28.579,87.371,87.418,3
3109,7,17,9,14,4,1:27.466,1:27.416,1:28.613,87.46600000000001,87.416,4
3110,7,15,7,9,5,1:27.529,1:27.195,1:28.666,87.529,87.195,7
3111,7,8,6,4,6,1:27.556,1:27.387,1:28.815,87.556,87.387,8
3112,7,13,6,3,7,1:27.508,1:27.349,1:28.858,87.508,87.349,5
3113,7,4,4,7,8,1:27.988,1:27.473,1:29.075,87.988,87.473,12
3114,7,3,3,16,9,1:27.517,1:27.418,1:29.191,87.517,87.418,6
3115,7,9,2,5,10,1:27.788,1:27.455,1:29.357,87.788,87.455,10
3116,7,2,2,6,11,1:27.795,1:27.521,\N,87.795,87.521,11
3117,7,6,3,17,12,1:27.691,1:27.629,\N,87.691,87.629,9
3118,7,10,7,10,13,1:28.160,1:27.795,\N,88.16,87.795,13
3119,7,5,1,2,14,1:28.199,1:28.207,\N,88.199,88.207,14
3120,7,16,10,20,15,1:28.278,1:28.391,\N,88.27799999999999,88.39099999999999,15
3121,7,1,1,1,16,1:28.318,\N,\N,88.318,NA,16
3122,7,12,4,8,17,1:28.582,\N,\N,88.582,NA,17
3123,7,67,5,12,18,1:28.708,\N,\N,88.708,NA,18
3124,7,21,10,21,19,1:28.717,\N,\N,88.717,NA,19
3125,7,7,5,11,20,1:28.918,\N,\N,88.918,NA,20
3126,8,20,9,15,1,1:18.685,1:18.119,1:19.509,78.685,78.119,3
3127,8,22,23,23,2,1:19.325,1:18.335,1:19.856,79.325,78.33500000000001,11
3128,8,17,9,14,3,1:18.674,1:18.209,1:19.868,78.674,78.209,2
3129,8,15,7,9,4,1:18.886,1:18.240,1:20.091,78.886,78.24,4
3130,8,6,3,17,5,1:18.530,1:18.575,1:20.216,78.53,78.575,1
3131,8,18,23,22,6,1:18.957,1:18.663,1:20.289,78.957,78.663,5
3132,8,3,3,16,7,1:19.228,1:18.591,1:20.361,79.22800000000001,78.59100000000001,10
3133,8,10,7,10,8,1:19.198,1:18.791,1:20.490,79.19800000000001,78.791,9
3134,8,8,6,4,9,1:19.010,1:18.566,1:20.715,79.01,78.566,6
3135,8,4,4,7,10,1:19.167,1:18.761,1:20.741,79.167,78.761,8
3136,8,13,6,3,11,1:19.148,1:18.927,\N,79.148,78.92699999999999,7
3137,8,9,2,5,12,1:19.730,1:19.308,\N,79.73,79.30799999999999,14
3138,8,5,1,2,13,1:19.732,1:19.353,\N,79.732,79.35300000000001,15
3139,8,12,4,8,14,1:19.555,1:19.392,\N,79.555,79.392,12
3140,8,2,2,6,15,1:19.559,1:19.448,\N,79.559,79.44800000000001,13
3141,8,21,10,21,16,1:19.802,\N,\N,79.80199999999999,NA,16
3142,8,7,5,11,17,1:19.898,\N,\N,79.898,NA,17
3143,8,16,10,20,18,1:19.909,\N,\N,79.90899999999999,NA,18
3144,8,1,1,1,19,1:19.917,\N,\N,79.917,NA,19
3145,8,67,5,12,20,1:20.236,\N,\N,80.236,NA,20
3146,9,17,9,14,1,1:31.257,1:38.038,1:32.230,91.257,98.038,1
3147,9,22,23,23,2,1:31.482,1:34.455,1:32.357,91.482,94.455,5
3148,9,18,23,22,3,1:31.568,1:39.032,1:32.473,91.568,99.032,6
3149,9,20,9,15,4,1:31.430,1:39.504,1:32.480,91.43,99.50399999999999,3
3150,9,1,1,1,5,1:31.473,1:39.149,1:32.616,91.473,99.149,4
3151,9,5,1,2,6,1:31.881,1:40.826,1:33.859,91.881,100.826,12
3152,9,16,10,20,7,1:32.015,1:36.740,1:34.316,92.015,96.74000000000001,14
3153,9,13,6,3,8,1:31.600,1:41.708,1:34.574,91.6,101.708,8
3154,9,8,6,4,9,1:31.869,1:41.730,1:34.710,91.869,101.72999999999999,11
3155,9,12,4,8,10,1:32.128,1:35.737,1:34.803,92.128,95.737,15
3156,9,2,2,6,11,1:31.771,1:42.310,\N,91.771,102.31,10
3157,9,4,4,7,12,1:31.302,1:42.318,\N,91.30199999999999,102.318,2
3158,9,6,3,17,13,1:31.884,1:42.500,\N,91.884,102.5,13
3159,9,15,7,9,14,1:31.760,1:42.771,\N,91.76,102.771,9
3160,9,3,3,16,15,1:31.598,1:42.859,\N,91.598,102.85900000000001,7
3161,9,9,2,5,16,1:32.190,\N,\N,92.19,NA,16
3162,9,67,5,12,17,1:32.251,\N,\N,92.251,NA,17
3163,9,21,10,21,18,1:32.402,\N,\N,92.402,NA,18
3164,9,10,7,10,19,1:32.423,\N,\N,92.423,NA,19
3165,9,7,5,11,20,1:33.559,\N,\N,93.559,NA,20
3166,10,4,4,7,1,1:21.313,1:20.826,1:21.569,81.313,80.826,6
3167,10,20,9,15,2,1:21.178,1:20.604,1:21.607,81.178,80.604,4
3168,10,17,9,14,3,1:20.964,1:20.358,1:21.741,80.964,80.358,3
3169,10,1,1,1,4,1:20.842,1:20.465,1:21.839,80.842,80.465,2
3170,10,3,3,16,5,1:20.793,1:20.862,1:21.890,80.793,80.862,1
3171,10,5,1,2,6,1:21.659,1:20.807,1:22.095,81.65899999999999,80.807,15
3172,10,8,6,4,7,1:21.500,1:20.647,1:22.468,81.5,80.64699999999999,11
3173,10,18,23,22,8,1:21.471,1:20.707,1:22.511,81.471,80.707,10
3174,10,6,3,17,9,1:21.407,1:20.570,1:22.835,81.407,80.57,7
3175,10,13,6,3,10,1:21.420,1:20.823,\N,81.42,80.82300000000001,9
3176,10,67,5,12,11,1:21.571,1:21.002,\N,81.571,81.002,13
3177,10,15,7,9,12,1:21.416,1:21.082,\N,81.416,81.082,8
3178,10,22,23,23,13,1:21.558,1:21.222,\N,81.55799999999999,81.22200000000001,12
3179,10,10,7,10,14,1:21.584,1:21.242,\N,81.584,81.242,14
3180,10,12,4,8,15,1:21.278,1:21.389,\N,81.27799999999999,81.389,5
3181,10,2,2,6,16,1:21.738,\N,\N,81.738,NA,16
3182,10,21,10,21,17,1:21.807,\N,\N,81.807,NA,17
3183,10,16,10,20,18,1:21.868,\N,\N,81.868,NA,18
3184,10,9,2,5,19,1:21.901,\N,\N,81.901,NA,19
3185,10,153,5,11,20,1:22.359,\N,\N,82.35900000000001,NA,20
3186,11,1,1,1,1,1:38.649,1:38.182,1:39.489,98.649,98.182,2
3187,11,5,1,2,2,1:38.816,1:38.230,1:39.532,98.816,98.22999999999999,4
3188,11,22,23,23,3,1:39.019,1:38.076,1:39.563,99.019,98.076,8
3189,11,20,9,15,4,1:39.295,1:38.273,1:39.789,99.295,98.273,13
3190,11,18,23,22,5,1:38.531,1:38.601,1:39.821,98.531,98.601,1
3191,11,8,6,4,6,1:38.843,1:38.782,1:40.144,98.843,98.782,5
3192,11,3,3,16,7,1:39.039,1:38.346,1:40.185,99.039,98.346,10
