qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q1_rank
7994,1011,826,5,26,15,1:29.876,1:29.854,\N,89.876,89.854,12
7995,1011,841,51,99,16,1:30.026,\N,\N,90.026,NA,16
7996,1011,807,4,27,17,1:30.034,\N,\N,90.03399999999999,NA,17
7997,1011,840,211,18,18,1:30.217,\N,\N,90.217,NA,18
7998,1011,847,3,63,19,1:31.759,\N,\N,91.759,NA,19
7999,1011,9,3,88,20,1:31.799,\N,\N,91.799,NA,20
8000,1012,822,131,77,1,1:32.658,1:31.728,1:31.547,92.658,91.72800000000001,1
8001,1012,1,131,44,2,1:33.115,1:31.637,1:31.570,93.11500000000001,91.637,3
8002,1012,20,6,5,3,1:33.557,1:32.232,1:31.848,93.557,92.232,5
8003,1012,844,6,16,4,1:32.712,1:32.324,1:31.865,92.712,92.324,2
8004,1012,830,9,33,5,1:33.274,1:32.369,1:32.089,93.274,92.369,4
8005,1012,842,9,10,6,1:33.863,1:32.948,1:32.930,93.863,92.94800000000001,11
8006,1012,817,4,3,7,1:33.709,1:33.214,1:32.958,93.709,93.214,8
8007,1012,807,4,27,8,1:33.644,1:33.968,1:32.962,93.644,93.968,6
8008,1012,825,210,20,9,1:34.036,1:33.150,NA,94.036,93.15,13
8009,1012,154,210,8,10,1:33.752,1:33.156,NA,93.75200000000001,93.156,9
8010,1012,826,5,26,11,1:33.783,1:33.236,NA,93.783,93.23599999999999,10
8011,1012,815,211,11,12,1:34.026,1:33.299,NA,94.02600000000001,93.299,12
8012,1012,8,51,7,13,1:34.125,1:33.419,NA,94.125,93.419,14
8013,1012,832,1,55,14,1:33.686,1:33.523,NA,93.686,93.523,7
8014,1012,846,1,4,15,1:34.148,1:33.967,NA,94.148,93.967,15
8015,1012,840,211,18,16,1:34.292,NA,NA,94.292,NA,16
8016,1012,847,3,63,17,1:35.253,NA,NA,95.253,NA,17
8017,1012,9,3,88,18,1:35.281,NA,NA,95.281,NA,18
8018,1013,822,131,77,1,1:42.026,1:41.500,1:40.495,102.02600000000001,101.5,5
8019,1013,1,131,44,2,1:41.614,1:41.580,1:40.554,101.614,101.58,2
8020,1013,20,6,5,3,1:42.042,1:41.889,1:40.797,102.042,101.88900000000001,6
8021,1013,830,9,33,4,1:41.727,1:41.388,1:41.069,101.727,101.388,3
8022,1013,815,211,11,5,1:42.249,1:41.870,1:41.593,102.249,101.87,9
8023,1013,826,5,26,6,1:42.324,1:42.221,1:41.681,102.324,102.221,10
8024,1013,846,1,4,7,1:42.371,1:42.084,1:41.886,102.37100000000001,102.084,11
8025,1013,841,51,99,8,1:42.140,1:42.381,1:42.424,102.14,102.381,7
8026,1013,844,6,16,9,1:41.426,1:41.995,NA,101.426,101.995,1
8027,1013,832,1,55,10,1:41.936,1:42.398,NA,101.936,102.398,4
8028,1013,817,4,3,11,1:42.486,1:42.477,NA,102.48599999999999,102.477,13
8029,1013,848,5,23,12,1:42.154,1:42.494,NA,102.154,102.494,8
8030,1013,825,210,20,13,1:42.382,1:42.699,NA,102.382,102.699,12
8031,1013,840,211,18,14,1:42.630,NA,NA,102.63,NA,14
8032,1013,154,210,8,15,1:43.407,NA,NA,103.407,NA,15
8033,1013,807,4,27,16,1:43.427,NA,NA,103.42699999999999,NA,16
8034,1013,847,3,63,17,1:45.062,NA,NA,105.062,NA,17
8035,1013,9,3,88,18,1:45.455,NA,NA,105.455,NA,18
8038,1014,822,131,77,1,1:16.979,1:15.924,1:15.406,76.979,75.924,1
8039,1014,1,131,44,2,1:17.292,1:16.038,1:16.040,77.292,76.038,3
8040,1014,20,6,5,3,1:17.425,1:16.667,1:16.272,77.425,76.667,5
8041,1014,830,9,33,4,1:17.244,1:16.726,1:16.357,77.244,76.726,2
8042,1014,844,6,16,5,1:17.388,1:16.714,1:16.588,77.388,76.714,4
8043,1014,842,9,10,6,1:17.862,1:16.932,1:16.708,77.862,76.932,10
8044,1014,154,210,8,7,1:18.042,1:17.066,1:16.911,78.042,77.066,12
8045,1014,825,210,20,8,1:17.669,1:17.272,1:16.922,77.669,77.27199999999999,7
8046,1014,826,5,26,9,1:17.914,1:17.243,1:17.573,77.914,77.243,11
8047,1014,817,4,3,10,1:18.385,1:17.299,1:18.106,78.385,77.299,15
8048,1014,846,1,4,11,1:17.611,1:17.338,\N,77.611,77.338,6
8049,1014,848,5,23,12,1:17.796,1:17.445,\N,77.79599999999999,77.445,9
8050,1014,832,1,55,13,1:17.760,1:17.599,\N,77.76,77.599,8
8051,1014,8,51,7,14,1:18.132,1:17.788,\N,78.132,77.788,13
8052,1014,815,211,11,15,1:18.286,1:17.886,\N,78.286,77.886,14
8053,1014,807,4,27,16,1:18.404,\N,\N,78.404,NA,16
8054,1014,840,211,18,17,1:18.471,\N,\N,78.471,NA,17
8055,1014,841,51,99,18,1:18.664,\N,\N,78.664,NA,18
8056,1014,847,3,63,19,1:19.072,\N,\N,79.072,NA,19
8057,1014,9,3,88,20,1:20.254,\N,\N,80.254,NA,20
8058,1015,1,131,44,1,1:11.542,1:10.835,1:10.166,71.542,70.83500000000001,2
8059,1015,822,131,77,2,1:11.562,1:10.701,1:10.252,71.562,70.701,3
8060,1015,830,9,33,3,1:11.597,1:10.618,1:10.641,71.597,70.618,4
8061,1015,20,6,5,4,1:11.434,1:11.227,1:10.947,71.434,71.227,1
8062,1015,842,9,10,5,1:11.740,1:11.457,1:11.041,71.74,71.457,6
8063,1015,825,210,20,6,1:11.865,1:11.363,1:11.109,71.865,71.363,10
8064,1015,817,4,3,7,1:11.767,1:11.543,1:11.218,71.767,71.543,7
8065,1015,826,5,26,8,1:11.602,1:11.412,1:11.271,71.602,71.412,5
8066,1015,832,1,55,9,1:11.872,1:11.608,1:11.417,71.872,71.608,11
8067,1015,848,5,23,10,1:12.007,1:11.429,1:11.653,72.007,71.429,14
8068,1015,807,4,27,11,1:12.097,1:11.670,\N,72.097,71.67,15
8069,1015,846,1,4,12,1:11.845,1:11.724,\N,71.845,71.724,9
8070,1015,154,210,8,13,1:11.837,1:12.027,\N,71.837,72.027,8
8071,1015,8,51,7,14,1:11.993,1:12.115,\N,71.993,72.115,13
8072,1015,841,51,99,15,1:11.976,1:12.185,\N,71.976,72.185,12
8073,1015,844,6,16,16,1:12.149,\N,\N,72.149,NA,16
8074,1015,815,211,11,17,1:12.233,\N,\N,72.233,NA,17
8075,1015,840,211,18,18,1:12.846,\N,\N,72.846,NA,18
8076,1015,847,3,63,19,1:13.477,\N,\N,73.477,NA,19
8077,1015,9,3,88,20,1:13.751,\N,\N,73.751,NA,20
8078,1016,20,6,5,1,1:11.200,1:11.142,1:10.240,71.2,71.142,1
8079,1016,1,131,44,2,1:11.518,1:11.010,1:10.446,71.518,71.01,4
8080,1016,844,6,16,3,1:11.214,1:11.205,1:10.920,71.214,71.205,2
8081,1016,817,4,3,4,1:11.837,1:11.532,1:11.071,71.837,71.532,9
8082,1016,842,9,10,5,1:12.023,1:11.196,1:11.079,72.023,71.196,12
8083,1016,822,131,77,6,1:11.229,1:11.095,1:11.101,71.229,71.095,3
8084,1016,807,4,27,7,1:11.720,1:11.553,1:11.324,71.72,71.553,6
8085,1016,846,1,4,8,1:11.780,1:11.735,1:11.863,71.78,71.735,8
8086,1016,832,1,55,9,1:11.750,1:11.572,1:13.981,71.75,71.572,7
8087,1016,825,210,20,10,1:12.107,1:11.786,\N,72.107,71.786,13
8088,1016,830,9,33,11,1:11.619,1:11.800,\N,71.619,71.8,5
8089,1016,826,5,26,12,1:11.965,1:11.921,\N,71.965,71.92099999999999,10
8090,1016,841,51,99,13,1:12.122,1:12.136,\N,72.122,72.136,15
8091,1016,848,5,23,14,1:12.020,1:12.193,\N,72.02,72.193,11
8092,1016,154,210,8,15,1:12.109,\N,\N,72.109,NA,14
8093,1016,815,211,11,16,1:12.197,\N,\N,72.197,NA,16
8094,1016,8,51,7,17,1:12.230,\N,\N,72.23,NA,17
8095,1016,840,211,18,18,1:12.266,\N,\N,72.266,NA,18
8096,1016,847,3,63,19,1:13.617,\N,\N,73.617,NA,19
8097,1016,9,3,88,20,1:14.393,\N,\N,74.393,NA,20
8098,1017,1,131,44,1,1:30.609,1:29.520,1:28.319,90.60900000000001,89.52,2
8099,1017,822,131,77,2,1:30.550,1:29.437,1:28.605,90.55,89.437,1
8100,1017,844,6,16,3,1:30.647,1:29.699,1:28.965,90.64699999999999,89.699,3
8101,1017,830,9,33,4,1:31.327,1:30.099,1:29.409,91.327,90.099,14
8102,1017,846,1,4,5,1:30.989,1:30.019,1:29.418,90.989,90.019,8
8103,1017,832,1,55,6,1:31.073,1:30.319,1:29.522,91.07300000000001,90.319,9
8104,1017,20,6,5,7,1:31.075,1:29.506,1:29.799,91.075,89.506,10
8105,1017,817,4,3,8,1:30.954,1:30.369,1:29.918,90.95400000000001,90.369,5
8106,1017,842,9,10,9,1:31.152,1:30.421,1:30.184,91.152,90.42099999999999,11
8107,1017,841,51,99,10,1:31.180,1:30.408,1:33.420,91.18,90.408,13
8108,1017,848,5,23,11,1:31.445,1:30.461,\N,91.445,90.461,15
8109,1017,8,51,7,12,1:30.972,1:30.533,\N,90.97200000000001,90.533,7
8110,1017,807,4,27,13,1:30.865,1:30.544,\N,90.865,90.544,4
8111,1017,815,211,11,14,1:30.964,1:30.738,\N,90.964,90.738,6
8112,1017,825,210,20,15,1:31.166,1:31.440,\N,91.166,91.44,12
8113,1017,826,5,26,16,1:31.564,\N,\N,91.564,NA,16
8114,1017,154,210,8,17,1:31.626,\N,\N,91.626,NA,17
8115,1017,840,211,18,18,1:31.726,\N,\N,91.726,NA,18
8116,1017,847,3,63,19,1:32.789,\N,\N,92.789,NA,19
8117,1017,9,3,88,20,1:33.205,\N,\N,93.205,NA,20
8118,1018,844,6,16,1,1:04.138,1:03.378,1:03.003,64.138,63.378,4
8119,1018,1,131,44,2,1:03.818,1:03.803,1:03.262,63.818,63.803,2
8120,1018,830,9,33,3,1:03.807,1:03.835,1:03.439,63.807,63.835,1
8121,1018,822,131,77,4,1:04.084,1:03.863,1:03.537,64.084,63.863,3
8122,1018,825,210,20,5,1:04.778,1:04.466,1:04.072,64.778,64.466,15
8123,1018,846,1,4,6,1:04.361,1:04.211,1:04.099,64.361,64.211,5
8124,1018,8,51,7,7,1:04.615,1:04.056,1:04.166,64.615,64.056,11
8125,1018,841,51,99,8,1:04.450,1:04.194,1:04.179,64.45,64.194,8
8126,1018,842,9,10,9,1:04.412,1:03.988,1:04.199,64.412,63.988,6
8127,1018,20,6,5,10,1:04.430,1:03.667,\N,64.43,63.667,7
8128,1018,154,210,8,11,1:04.552,1:04.490,\N,64.55199999999999,64.49,10
8129,1018,807,4,27,12,1:04.733,1:04.516,\N,64.733,64.516,14
8130,1018,848,5,23,13,1:04.708,1:04.665,\N,64.708,64.665,13
8131,1018,817,4,3,14,1:04.647,1:04.790,\N,64.647,64.79,12
8132,1018,832,1,55,15,1:04.453,1:13.601,\N,64.453,73.601,9
8133,1018,815,211,11,16,1:04.789,\N,\N,64.789,NA,16
8134,1018,840,211,18,17,1:04.832,\N,\N,64.832,NA,17
8135,1018,826,5,26,18,1:05.324,\N,\N,65.324,NA,18
8136,1018,847,3,63,19,1:05.904,\N,\N,65.904,NA,19
8137,1018,9,3,88,20,1:06.206,\N,\N,66.206,NA,20
8138,1019,822,131,77,1,1:25.750,1:25.672,1:25.093,85.75,85.672,4
8139,1019,1,131,44,2,1:25.513,1:25.840,1:25.099,85.513,85.84,1
8140,1019,844,6,16,3,1:25.533,1:25.546,1:25.172,85.533,85.54599999999999,2
8141,1019,830,9,33,4,1:25.700,1:25.848,1:25.276,85.7,85.848,3
8142,1019,842,9,10,5,1:26.273,1:26.038,1:25.590,86.273,86.038,8
8143,1019,20,6,5,6,1:25.898,1:26.023,1:25.787,85.898,86.023,5
8144,1019,817,4,3,7,1:26.428,1:26.283,1:26.182,86.428,86.283,10
8145,1019,846,1,4,8,1:26.079,1:26.385,1:26.224,86.07900000000001,86.385,6
8146,1019,848,5,23,9,1:26.482,1:26.403,1:26.345,86.482,86.40299999999999,12
8147,1019,807,4,27,10,1:26.568,1:26.397,1:26.386,86.568,86.39699999999999,14
8148,1019,841,51,99,11,1:26.449,1:26.519,\N,86.449,86.519,11
8149,1019,8,51,7,12,1:26.558,1:26.546,\N,86.55799999999999,86.54599999999999,13
8150,1019,832,1,55,13,1:26.203,1:26.578,\N,86.203,86.578,7
8151,1019,154,210,8,14,1:26.347,1:26.757,\N,86.34700000000001,86.757,9
8152,1019,815,211,11,15,1:26.649,1:26.928,\N,86.649,86.928,15
8153,1019,825,210,20,16,1:26.662,\N,\N,86.662,NA,16
8154,1019,826,5,26,17,1:26.721,\N,\N,86.721,NA,17
8155,1019,840,211,18,18,1:26.762,\N,\N,86.762,NA,18
8156,1019,847,3,63,19,1:27.789,\N,\N,87.789,NA,19
8157,1019,9,3,88,20,1:28.257,\N,\N,88.257,NA,20
8158,1020,1,131,44,1,1:12.852,1:12.149,1:11.767,72.852,72.149,3
8159,1020,830,9,33,2,1:12.593,1:12.427,1:12.113,72.593,72.42699999999999,2
8160,1020,822,131,77,3,1:13.075,1:12.424,1:12.129,73.075,72.424,6
8161,1020,842,9,10,4,1:12.991,1:12.385,1:12.522,72.991,72.385,4
8162,1020,8,51,7,5,1:13.066,1:12.519,1:12.538,73.066,72.519,5
8163,1020,154,210,8,6,1:13.146,1:12.769,1:12.851,73.146,72.769,9
8164,1020,832,1,55,7,1:13.221,1:12.632,1:12.897,73.221,72.632,13
8165,1020,815,211,11,8,1:13.194,1:12.776,1:13.065,73.194,72.776,12
8166,1020,807,4,27,9,1:13.186,1:12.766,1:13.126,73.186,72.766,11
8167,1020,844,6,16,10,1:12.229,1:12.344,NA,72.229,72.344,1
8168,1020,841,51,99,11,1:13.170,1:12.786,NA,73.17,72.786,10
8169,1020,825,210,20,12,1:13.103,1:12.789,NA,73.103,72.789,7
8170,1020,817,4,3,13,1:13.131,1:12.799,NA,73.131,72.799,8
8171,1020,826,5,26,14,1:13.278,1:13.135,NA,73.278,73.135,15
8172,1020,840,211,18,15,1:13.256,1:13.450,NA,73.256,73.45,14
8173,1020,846,1,4,16,1:13.333,NA,NA,73.333,NA,16
8174,1020,848,5,23,17,1:13.461,NA,NA,73.461,NA,17
8175,1020,847,3,63,18,1:14.721,NA,NA,74.721,NA,18
8176,1020,9,3,88,19,1:14.839,NA,NA,74.839,NA,19
8178,1021,830,9,33,1,1:15.817,1:15.573,1:14.572,75.81700000000001,75.57300000000001,1
8179,1021,822,131,77,2,1:16.078,1:15.669,1:14.590,76.078,75.669,3
8180,1021,1,131,44,3,1:16.068,1:15.548,1:14.769,76.068,75.548,2
8181,1021,844,6,16,4,1:16.337,1:15.792,1:15.043,76.337,75.792,5
8182,1021,20,6,5,5,1:16.452,1:15.885,1:15.071,76.452,75.885,6
8183,1021,842,9,10,6,1:16.716,1:16.393,1:15.450,76.71600000000001,76.393,10
8184,1021,846,1,4,7,1:16.697,1:16.060,1:15.800,76.697,76.06,9
8185,1021,832,1,55,8,1:16.493,1:16.308,1:15.852,76.493,76.30799999999999,7
8186,1021,154,210,8,9,1:16.978,1:16.319,1:16.013,76.97800000000001,76.319,15
8187,1021,8,51,7,10,1:16.506,1:16.518,1:16.041,76.506,76.518,8
8188,1021,807,4,27,11,1:16.790,1:16.565,\N,76.78999999999999,76.565,12
8189,1021,848,5,23,12,1:16.912,1:16.687,\N,76.912,76.687,14
8190,1021,826,5,26,13,1:16.750,1:16.692,\N,76.75,76.69200000000001,11
8191,1021,841,51,99,14,1:16.894,1:16.804,\N,76.894,76.804,13
8192,1021,825,210,20,15,1:16.122,1:17.081,\N,76.122,77.081,4
8193,1021,847,3,63,16,1:17.031,\N,\N,77.031,NA,16
8194,1021,815,211,11,17,1:17.109,\N,\N,77.10900000000001,NA,17
8195,1021,817,4,3,18,1:17.257,\N,\N,77.257,NA,18
8196,1021,840,211,18,19,1:17.542,\N,\N,77.542,NA,19
8197,1021,9,3,88,20,1:18.324,\N,\N,78.324,NA,20
8198,1022,844,6,16,1,1:43.587,1:42.938,1:42.519,103.587,102.938,1
8199,1022,20,6,5,2,1:44.109,1:43.037,1:43.267,104.10900000000001,103.037,2
8200,1022,1,131,44,3,1:45.260,1:43.592,1:43.282,105.25999999999999,103.592,5
8201,1022,822,131,77,4,1:45.141,1:43.980,1:43.415,105.14099999999999,103.97999999999999,4
8202,1022,830,9,33,5,1:44.622,1:44.132,1:43.690,104.622,104.132,3
8203,1022,817,4,3,6,1:45.560,1:44.103,1:44.257,105.56,104.10300000000001,7
8204,1022,807,4,27,7,1:45.899,1:44.549,1:44.542,105.899,104.549,13
8205,1022,8,51,7,8,1:45.842,1:44.140,1:44.557,105.842,104.14,12
8206,1022,815,211,11,9,1:45.732,1:44.707,1:44.706,105.732,104.707,10
8207,1022,825,210,20,10,1:45.839,1:44.738,1:45.086,105.839,104.738,11
8208,1022,154,210,8,11,1:45.694,1:44.797,NA,105.694,104.797,9
8209,1022,846,1,4,12,1:46.154,1:44.847,NA,106.154,104.84700000000001,15
8210,1022,840,211,18,13,1:46.000,1:45.047,NA,106,105.047,14
8211,1022,848,9,23,14,1:45.528,1:45.799,NA,105.52799999999999,105.799,6
8212,1022,841,51,99,15,1:45.637,NA,NA,105.637,NA,8
8213,1022,842,5,10,16,1:46.435,NA,NA,106.435,NA,16
8214,1022,832,1,55,17,1:46.507,NA,NA,106.507,NA,17
8215,1022,826,5,26,18,1:46.518,NA,NA,106.518,NA,18
8216,1022,847,3,63,19,1:47.548,NA,NA,107.548,NA,19
8218,1023,844,6,16,1,1:20.126,1:19.553,1:19.307,80.126,79.553,1
8219,1023,1,131,44,2,1:20.272,1:19.464,1:19.346,80.27199999999999,79.464,4
8220,1023,822,131,77,3,1:20.156,1:20.018,1:19.354,80.156,80.018,3
8221,1023,20,6,5,4,1:20.378,1:19.715,1:19.457,80.378,79.715,6
8222,1023,817,4,3,5,1:20.374,1:19.833,1:19.839,80.374,79.833,5
8223,1023,807,4,27,6,1:20.155,1:20.275,1:20.049,80.155,80.275,2
8224,1023,832,1,55,7,1:20.413,1:20.202,1:20.455,80.413,80.202,8
8225,1023,848,9,23,8,1:20.382,1:20.021,NA,80.382,80.021,7
8226,1023,840,211,18,9,1:20.643,1:20.498,NA,80.643,80.498,12
8227,1023,8,51,7,10,1:20.634,1:20.515,NA,80.634,80.515,11
8228,1023,841,51,99,11,1:20.657,1:20.517,NA,80.657,80.517,14
8229,1023,825,210,20,12,1:20.616,1:20.615,NA,80.616,80.615,10
8230,1023,826,5,26,13,1:20.723,1:20.630,NA,80.723,80.63,15
8231,1023,846,1,4,14,1:20.646,1:21.068,NA,80.646,81.068,13
8232,1023,842,5,10,15,1:20.508,1:21.125,NA,80.508,81.125,9
8233,1023,154,210,8,16,1:20.784,NA,NA,80.78399999999999,NA,16
8234,1023,815,211,11,17,1:21.291,NA,NA,81.291,NA,17
8235,1023,847,3,63,18,1:21.800,NA,NA,81.8,NA,18
8236,1023,9,3,88,19,1:22.356,NA,NA,82.356,NA,19
8238,1024,844,6,16,1,1:38.014,1:36.650,1:36.217,98.01400000000001,96.65,3
8239,1024,1,131,44,2,1:37.565,1:36.933,1:36.408,97.565,96.93299999999999,2
8240,1024,20,6,5,3,1:38.374,1:36.720,1:36.437,98.374,96.72,4
8241,1024,830,9,33,4,1:38.540,1:37.089,1:36.813,98.53999999999999,97.089,5
8242,1024,822,131,77,5,1:37.317,1:37.142,1:37.146,97.31700000000001,97.142,1
8243,1024,848,9,23,6,1:39.106,1:37.865,1:37.411,99.106,97.86500000000001,10
8244,1024,832,1,55,7,1:38.882,1:37.982,1:37.818,98.882,97.982,7
8245,1024,807,4,27,8,1:39.001,1:38.580,1:38.264,99.001,98.58,8
8246,1024,846,1,4,9,1:38.606,1:37.572,1:38.329,98.606,97.572,6
8247,1024,815,211,11,10,1:39.909,1:38.520,NA,99.90899999999999,98.52000000000001,13
8248,1024,841,51,99,11,1:39.272,1:38.697,NA,99.27199999999999,98.697,11
8249,1024,842,5,10,12,1:39.085,1:38.699,NA,99.08500000000001,98.699,9
8250,1024,8,51,7,13,1:39.454,1:38.858,NA,99.45400000000001,98.858,12
8251,1024,825,210,20,14,1:39.942,1:39.650,NA,99.94200000000001,99.65,14
8252,1024,826,5,26,15,1:39.957,NA,NA,99.957,NA,15
8253,1024,840,211,18,16,1:39.979,NA,NA,99.979,NA,16
8254,1024,154,210,8,17,1:40.277,NA,NA,100.277,NA,17
8255,1024,847,3,63,18,1:40.867,NA,NA,100.86699999999999,NA,18
8256,1024,9,3,88,19,1:41.186,NA,NA,101.186,NA,19
8258,1025,844,6,16,1,1:33.613,1:32.434,1:31.628,93.613,92.434,5
8259,1025,1,131,44,2,1:33.230,1:33.134,1:32.030,93.22999999999999,93.134,2
8260,1025,20,6,5,3,1:33.032,1:32.536,1:32.053,93.032,92.536,1
8261,1025,830,9,33,4,1:33.368,1:32.634,1:32.310,93.368,92.634,3
8262,1025,822,131,77,5,1:33.413,1:33.281,1:32.632,93.413,93.281,4
8263,1025,832,1,55,6,1:34.184,1:33.807,1:33.222,94.184,93.807,8
8264,1025,807,4,27,7,1:34.236,1:33.898,1:33.289,94.23599999999999,93.898,10
8265,1025,846,1,4,8,1:34.201,1:33.725,1:33.301,94.201,93.725,9
8266,1025,154,210,8,9,1:34.283,1:33.643,1:33.517,94.283,93.643,11
8267,1025,817,4,3,10,1:34.138,1:33.862,1:33.661,94.138,93.862,7
8268,1025,842,5,10,11,1:34.456,1:33.950,NA,94.456,93.95,14
8269,1025,815,211,11,12,1:34.336,1:33.958,NA,94.336,93.958,13
8270,1025,841,51,99,13,1:34.755,1:34.037,NA,94.755,94.037,15
8271,1025,825,210,20,14,1:33.889,1:34.082,NA,93.88900000000001,94.082,6
8272,1025,840,211,18,15,1:34.287,1:34.233,NA,94.287,94.233,12
8273,1025,8,51,7,16,1:34.840,NA,NA,94.84,NA,16
8274,1025,847,3,63,17,1:35.356,NA,NA,95.356,NA,17
8275,1025,9,3,88,18,1:36.474,NA,NA,96.47399999999999,NA,18
8276,1025,848,9,23,19,1:39.197,NA,NA,99.197,NA,19
8277,1025,826,5,26,20,1:39.544,NA,NA,99.544,NA,20
8278,1026,20,6,5,1,1:28.988,1:28.174,1:27.064,88.988,88.174,6
8279,1026,844,6,16,2,1:28.405,1:28.179,1:27.253,88.405,88.179,1
8280,1026,822,131,77,3,1:28.896,1:27.688,1:27.293,88.896,87.688,5
8281,1026,1,131,44,4,1:28.735,1:27.826,1:27.302,88.735,87.826,2
8282,1026,830,9,33,5,1:28.754,1:28.499,1:27.851,88.754,88.499,3
8283,1026,848,9,23,6,1:29.351,1:28.156,1:27.851,89.351,88.156,8
8284,1026,832,1,55,7,1:29.018,1:28.577,1:28.304,89.018,88.577,7
8285,1026,846,1,4,8,1:28.873,1:28.571,1:28.464,88.873,88.571,4
8286,1026,842,5,10,9,1:29.411,1:28.779,1:28.836,89.411,88.779,9
8287,1026,154,210,8,10,1:29.572,1:29.144,1:29.341,89.572,89.144,10
8288,1026,841,51,99,11,1:29.604,1:29.254,NA,89.604,89.254,12
8289,1026,840,211,18,12,1:29.594,1:29.345,NA,89.594,89.345,11
8290,1026,8,51,7,13,1:29.636,1:29.358,NA,89.636,89.358,14
8291,1026,826,5,26,14,1:29.723,1:29.563,NA,89.723,89.563,15
8292,1026,807,4,27,15,1:29.619,1:30.112,NA,89.619,90.112,13
8293,1026,817,4,3,16,1:29.822,NA,NA,89.822,NA,16
8294,1026,815,211,11,17,1:30.344,NA,NA,90.344,NA,17
8295,1026,847,3,63,18,1:30.364,NA,NA,90.364,NA,18
8298,1027,830,9,33,1,1:15.949,1:16.136,1:14.758,75.949,76.136,1
8299,1027,844,6,16,2,1:16.364,1:16.219,1:15.024,76.364,76.219,3
8300,1027,20,6,5,3,1:16.696,1:15.914,1:15.170,76.696,75.914,5
8301,1027,1,131,44,4,1:16.424,1:15.721,1:15.262,76.424,75.721,4
8302,1027,848,9,23,5,1:16.175,1:16.574,1:15.336,76.175,76.574,2
8303,1027,822,131,77,6,1:17.062,1:15.852,1:15.338,77.062,75.852,8
8304,1027,832,1,55,7,1:17.044,1:16.267,1:16.014,77.044,76.267,7
8305,1027,846,1,4,8,1:17.092,1:16.447,1:16.322,77.092,76.447,10
8306,1027,826,5,26,9,1:17.041,1:16.657,1:16.469,77.041,76.657,6
8307,1027,842,5,10,10,1:17.065,1:16.679,1:16.586,77.065,76.679,9
8308,1027,815,211,11,11,1:17.465,1:16.687,\N,77.465,76.687,13
8309,1027,807,4,27,12,1:17.608,1:16.885,\N,77.608,76.885,14
8310,1027,817,4,3,13,1:17.270,1:16.933,\N,77.27,76.93299999999999,12
8311,1027,8,51,7,14,1:17.225,1:16.967,\N,77.225,76.967,11
8312,1027,841,51,99,15,1:17.794,1:17.269,\N,77.794,77.269,15
8313,1027,840,211,18,16,1:18.065,\N,\N,78.065,NA,16
8314,1027,825,210,20,17,1:18.436,\N,\N,78.436,NA,17
8315,1027,154,210,8,18,1:18.599,\N,\N,78.599,NA,18
8316,1027,847,3,63,19,1:18.823,\N,\N,78.82300000000001,NA,19
8317,1027,9,3,88,20,1:20.179,\N,\N,80.179,NA,20
8318,1028,822,131,77,1,1:33.750,1:33.160,1:32.029,93.75,93.16,5
8319,1028,20,6,5,2,1:33.766,1:33.782,1:32.041,93.76599999999999,93.782,6
8320,1028,830,9,33,3,1:33.549,1:33.120,1:32.096,93.549,93.12,3
8321,1028,844,6,16,4,1:33.988,1:32.760,1:32.137,93.988,92.75999999999999,12
8322,1028,1,131,44,5,1:33.454,1:33.045,1:32.321,93.45400000000001,93.045,2
8323,1028,848,9,23,6,1:33.984,1:32.898,1:32.548,93.98400000000001,92.898,11
8324,1028,832,1,55,7,1:33.916,1:33.422,1:32.847,93.916,93.422,9
8325,1028,846,1,4,8,1:33.353,1:33.316,1:33.175,93.35300000000001,93.316,1
8326,1028,817,4,3,9,1:33.835,1:33.608,1:33.488,93.83500000000001,93.608,8
8327,1028,842,5,10,10,1:33.556,1:33.715,1:33.601,93.556,93.715,4
8328,1028,807,4,27,11,1:34.092,1:33.815,\N,94.092,93.815,13
8329,1028,825,210,20,12,1:33.812,1:33.979,\N,93.812,93.979,7
8330,1028,826,5,26,13,1:34.138,1:33.989,\N,94.138,93.989,14
8331,1028,840,211,18,14,1:33.921,1:34.100,\N,93.92099999999999,94.1,10
8332,1028,154,210,8,15,1:34.161,1:34.158,\N,94.161,94.158,15
8333,1028,841,51,99,16,1:34.226,\N,\N,94.226,NA,16
8334,1028,8,51,7,17,1:34.369,\N,\N,94.369,NA,17
8335,1028,847,3,63,18,1:35.372,\N,\N,95.372,NA,18
8336,1028,815,211,11,19,1:35.808,\N,\N,95.80799999999999,NA,19
8337,1028,9,3,88,20,1:35.889,\N,\N,95.88900000000001,NA,20
8338,1029,830,9,33,1,1:08.242,1:07.503,1:07.508,68.242,67.503,1
8339,1029,20,6,5,2,1:08.556,1:08.050,1:07.631,68.556,68.05,5
8340,1029,1,131,44,3,1:08.614,1:08.088,1:07.699,68.614,68.088,6
8341,1029,844,6,16,4,1:08.496,1:07.888,1:07.728,68.496,67.888,2
8342,1029,822,131,77,5,1:08.545,1:08.232,1:07.874,68.545,68.232,4
8343,1029,848,9,23,6,1:08.503,1:08.117,1:07.935,68.503,68.117,3
8344,1029,842,5,10,7,1:08.909,1:08.770,1:08.837,68.909,68.77,9
8345,1029,154,210,8,8,1:09.197,1:08.705,1:08.854,69.197,68.705,13
8346,1029,8,51,7,9,1:09.276,1:08.858,1:08.984,69.276,68.858,14
