qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q3sec
1,18,1,1,22,1,1:26.572,1:25.187,1:26.714,86.572,85.187,86.714
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869,86.10300000000001,85.315,86.869
3,18,5,1,23,3,1:25.664,1:25.452,1:27.079,85.664,85.452,87.07900000000001
4,18,13,6,2,4,1:25.994,1:25.691,1:27.178,85.994,85.691,87.178
5,18,2,2,3,5,1:25.960,1:25.518,1:27.236,85.96000000000001,85.518,87.236
6,18,15,7,11,6,1:26.427,1:26.101,1:28.527,86.42699999999999,86.101,88.527
7,18,3,3,7,7,1:26.295,1:26.059,1:28.687,86.295,86.059,88.687
8,18,14,9,9,8,1:26.381,1:26.063,1:29.041,86.381,86.063,89.041
9,18,10,7,12,9,1:26.919,1:26.164,1:29.593,86.919,86.164,89.593
10,18,20,5,15,10,1:26.702,1:25.842,\N,86.702,85.842,NA
11,18,22,11,17,11,1:26.369,1:26.173,\N,86.369,86.173,NA
12,18,4,4,5,12,1:26.907,1:26.188,\N,86.907,86.188,NA
13,18,18,11,16,13,1:26.712,1:26.259,\N,86.712,86.259,NA
14,18,6,3,8,14,1:26.891,1:26.413,\N,86.89099999999999,86.413,NA
23,19,13,6,2,1,1:35.347,1:34.412,1:35.748,95.34700000000001,94.412,95.74799999999999
24,19,8,6,1,2,1:35.645,1:34.188,1:36.230,95.64500000000001,94.188,96.22999999999999
25,19,5,1,23,3,1:35.227,1:34.759,1:36.613,95.227,94.759,96.613
26,19,1,1,22,4,1:35.392,1:34.627,1:36.709,95.392,94.62700000000001,96.709
27,19,15,7,11,5,1:35.205,1:34.960,1:36.711,95.205,94.96000000000001,96.711
28,19,9,2,4,6,1:35.794,1:34.811,1:36.727,95.794,94.811,96.727
29,19,2,2,3,7,1:35.729,1:34.648,1:36.753,95.729,94.648,96.753
30,19,17,9,10,8,1:35.440,1:34.967,1:37.009,95.44,94.967,97.009
31,19,4,4,5,9,1:35.983,1:35.140,1:38.450,95.983,95.14,98.45
32,19,10,7,12,10,1:35.891,1:35.000,1:39.656,95.89099999999999,95,99.656
33,19,18,11,16,11,1:35.847,1:35.208,\N,95.84700000000001,95.208,NA
34,19,14,9,9,12,1:36.058,1:35.408,\N,96.05799999999999,95.408,NA
35,19,12,4,6,13,1:36.074,1:35.562,\N,96.074,95.562,NA
36,19,22,11,17,14,1:36.198,1:35.622,\N,96.19800000000001,95.622,NA
37,19,20,5,15,15,1:36.111,1:35.648,\N,96.11099999999999,95.648,NA
38,19,3,3,7,16,1:35.843,1:35.670,\N,95.843,95.67,NA
45,20,9,2,4,1,1:32.893,1:31.745,1:33.096,92.893,91.745,93.096
46,20,13,6,2,2,1:31.937,1:31.188,1:33.123,91.937,91.188,93.12299999999999
47,20,1,1,22,3,1:32.750,1:31.922,1:33.292,92.75,91.922,93.292
48,20,8,6,1,4,1:32.652,1:31.933,1:33.418,92.652,91.93299999999999,93.418
49,20,5,1,23,5,1:33.057,1:31.718,1:33.488,93.057,91.718,93.488
50,20,2,2,3,6,1:33.137,1:31.909,1:33.737,93.137,91.90899999999999,93.737
51,20,15,7,11,7,1:32.493,1:32.159,1:33.994,92.493,92.15899999999999,93.994
52,20,3,3,7,8,1:32.903,1:32.185,1:34.015,92.90299999999999,92.185,94.015
53,20,18,11,16,9,1:32.793,1:32.362,1:35.057,92.793,92.362,95.057
54,20,4,4,5,10,1:32.947,1:32.345,1:35.115,92.947,92.345,95.11500000000001
55,20,17,9,10,11,1:33.194,1:32.371,\N,93.194,92.37100000000001,NA
56,20,22,11,17,12,1:32.944,1:32.508,\N,92.944,92.50800000000001,NA
57,20,10,7,12,13,1:32.800,1:32.528,\N,92.8,92.52799999999999,NA
58,20,12,4,6,14,1:32.975,1:32.790,\N,92.975,92.78999999999999,NA
59,20,7,5,14,15,1:33.415,1:32.915,\N,93.41499999999999,92.91499999999999,NA
60,20,6,3,8,16,1:33.386,1:32.943,\N,93.386,92.943,NA
67,21,8,6,1,1,1:20.701,1:20.784,1:21.813,80.701,80.78399999999999,81.813
68,21,4,4,5,2,1:21.347,1:20.804,1:21.904,81.34700000000001,80.804,81.904
69,21,13,6,2,3,1:21.528,1:20.584,1:22.058,81.52799999999999,80.584,82.05799999999999
70,21,9,2,4,4,1:21.423,1:20.597,1:22.065,81.423,80.59700000000001,82.065
71,21,1,1,22,5,1:21.366,1:20.825,1:22.096,81.366,80.825,82.096
72,21,5,1,23,6,1:21.430,1:20.817,1:22.231,81.43,80.81700000000001,82.231
73,21,17,9,10,7,1:21.494,1:20.984,1:22.429,81.494,80.98400000000001,82.429
74,21,15,7,11,8,1:21.158,1:20.907,1:22.529,81.158,80.907,82.529
75,21,2,2,3,9,1:21.466,1:20.815,1:22.542,81.46600000000001,80.815,82.542
76,21,12,4,6,10,1:21.409,1:20.894,1:22.699,81.40899999999999,80.894,82.699
77,21,22,11,17,11,1:21.548,1:21.049,\N,81.548,81.049,NA
78,21,6,3,8,12,1:21.690,1:21.117,\N,81.69,81.117,NA
79,21,18,11,16,13,1:21.757,1:21.211,\N,81.757,81.211,NA
80,21,10,7,12,14,1:21.427,1:21.230,\N,81.42699999999999,81.23,NA
81,21,3,3,7,15,1:21.472,1:21.349,\N,81.47200000000001,81.349,NA
82,21,7,5,14,16,1:21.540,1:21.724,\N,81.53999999999999,81.724,NA
89,22,13,6,2,1,1:25.994,1:26.192,1:27.617,85.994,86.19200000000001,87.617
90,22,5,1,23,2,1:26.736,1:26.290,1:27.808,86.736,86.28999999999999,87.80799999999999
91,22,1,1,22,3,1:26.192,1:26.477,1:27.923,86.19200000000001,86.477,87.923
92,22,8,6,1,4,1:26.457,1:26.050,1:27.936,86.457,86.05,87.936
93,22,9,2,4,5,1:26.761,1:26.129,1:28.390,86.761,86.129,88.39
94,22,17,9,10,6,1:26.773,1:26.466,1:28.417,86.773,86.46600000000001,88.417
95,22,4,4,5,7,1:26.836,1:26.522,1:28.422,86.836,86.52199999999999,88.422
96,22,15,7,11,8,1:26.695,1:26.822,1:28.836,86.695,86.822,88.836
97,22,2,2,3,9,1:27.107,1:27.607,1:28.882,87.107,87.607,88.882
98,22,14,9,9,10,1:26.939,1:26.520,1:29.959,86.939,86.52,89.959
99,22,3,3,7,11,1:27.367,1:27.012,\N,87.367,87.012,NA
100,22,22,11,17,12,1:27.355,1:27.219,\N,87.355,87.219,NA
101,22,18,11,16,13,1:27.428,1:27.298,\N,87.428,87.298,NA
102,22,20,5,15,14,1:27.442,1:27.412,\N,87.44200000000001,87.412,NA
103,22,10,7,12,15,1:26.614,1:27.806,\N,86.614,87.806,NA
109,23,13,6,2,1,1:15.190,1:15.110,1:15.787,75.19,75.11,75.787
110,23,8,6,1,2,1:15.717,1:15.404,1:15.815,75.717,75.404,75.815
111,23,1,1,22,3,1:15.582,1:15.322,1:15.839,75.582,75.322,75.839
112,23,5,1,23,4,1:15.295,1:15.389,1:16.165,75.295,75.389,76.16499999999999
113,23,9,2,4,5,1:15.977,1:15.483,1:16.171,75.977,75.483,76.17099999999999
114,23,3,3,7,6,1:15.935,1:15.287,1:16.548,75.935,75.287,76.548
115,23,4,4,5,7,1:16.646,1:15.827,1:16.852,76.646,75.827,76.852
116,23,15,7,11,8,1:16.306,1:15.598,1:17.203,76.306,75.598,77.203
117,23,17,9,10,9,1:16.074,1:15.745,1:17.343,76.074,75.745,77.343
118,23,14,9,9,10,1:16.086,1:15.839,\N,76.086,75.839,NA
119,23,10,7,12,11,1:16.285,1:15.907,\N,76.285,75.907,NA
120,23,18,11,16,12,1:16.259,1:16.101,\N,76.259,76.101,NA
121,23,2,2,3,13,1:16.650,1:16.455,\N,76.65,76.455,NA
122,23,6,3,8,14,1:16.756,1:16.479,\N,76.756,76.479,NA
123,23,22,11,17,15,1:16.208,1:16.537,\N,76.208,76.537,NA
129,24,1,1,22,1,1:16.909,1:17.034,1:17.886,76.90899999999999,77.03399999999999,77.886
130,24,9,2,4,2,1:17.471,1:17.679,1:18.498,77.471,77.679,78.498
131,24,8,6,1,3,1:17.301,1:17.364,1:18.735,77.301,77.364,78.735
132,24,4,4,5,4,1:17.415,1:17.488,1:18.746,77.41499999999999,77.488,78.746
133,24,3,3,7,5,1:17.991,1:17.891,1:18.844,77.991,77.89099999999999,78.844
134,24,13,6,2,6,1:17.231,1:17.353,1:19.048,77.231,77.35300000000001,79.048
135,24,5,1,23,7,1:17.287,1:17.684,1:19.089,77.287,77.684,79.089
136,24,2,2,3,8,1:18.082,1:17.781,1:19.633,78.082,77.781,79.633
137,24,22,11,17,9,1:18.256,1:18.020,1:20.848,78.256,78.02,80.848
138,24,17,9,10,10,1:17.582,1:17.523,\N,77.582,77.523,NA
139,24,10,7,12,11,1:18.321,1:18.031,\N,78.321,78.031,NA
140,24,6,3,8,12,1:17.638,1:18.062,\N,77.638,78.062,NA
141,24,14,9,9,13,1:18.168,1:18.238,\N,78.168,78.238,NA
142,24,15,7,11,14,1:18.039,1:18.327,\N,78.039,78.327,NA
143,24,12,4,6,15,1:18.505,1:18.393,\N,78.505,78.393,NA
149,25,8,6,1,1,1:15.133,1:15.161,1:16.449,75.133,75.161,76.449
150,25,13,6,2,2,1:15.024,1:15.041,1:16.490,75.024,75.041,76.49
151,25,1,1,22,3,1:15.634,1:15.293,1:16.693,75.634,75.293,76.693
152,25,4,4,5,4,1:15.754,1:15.483,1:16.840,75.754,75.483,76.84
153,25,15,7,11,5,1:15.521,1:15.362,1:16.920,75.521,75.362,76.92
154,25,5,1,23,6,1:15.965,1:15.639,1:16.944,75.965,75.639,76.944
155,25,9,2,4,7,1:15.687,1:15.723,1:17.037,75.687,75.723,77.037
156,25,17,9,10,8,1:16.020,1:15.488,1:17.233,76.02,75.488,77.233
157,25,14,9,9,9,1:15.802,1:15.654,1:17.426,75.80199999999999,75.654,77.426
158,25,10,7,12,10,1:15.727,1:15.558,1:17.596,75.727,75.55799999999999,77.596
159,25,12,4,6,11,1:15.848,1:15.770,\N,75.848,75.77,NA
160,25,2,2,3,12,1:16.006,1:15.786,\N,76.006,75.786,NA
161,25,20,5,15,13,1:15.918,1:15.816,\N,75.918,75.816,NA
162,25,7,5,14,14,1:16.072,1:16.045,\N,76.072,76.045,NA
163,25,3,3,7,15,1:16.085,1:16.235,\N,76.08500000000001,76.235,NA
169,26,5,1,23,1,1:19.957,1:19.597,1:21.049,79.957,79.59700000000001,81.049
170,26,17,9,10,2,1:20.982,1:19.710,1:21.554,80.982,79.71000000000001,81.554
171,26,8,6,1,3,1:20.370,1:19.971,1:21.706,80.37,79.971,81.706
172,26,1,1,22,4,1:20.288,1:19.537,1:21.835,80.288,79.537,81.83500000000001
173,26,2,2,3,5,1:21.022,1:19.802,1:21.873,81.02199999999999,79.80199999999999,81.873
174,26,4,4,5,6,1:20.998,1:19.992,1:22.029,80.998,79.992,82.029
175,26,12,4,6,7,1:20.818,1:20.115,1:22.491,80.818,80.115,82.491
176,26,20,5,15,8,1:20.318,1:20.109,1:23.251,80.318,80.10900000000001,83.251
177,26,13,6,2,9,1:20.676,1:20.086,1:23.305,80.676,80.086,83.305
178,26,9,2,4,10,1:20.444,1:19.788,\N,80.444,79.788,NA
179,26,14,9,9,11,1:21.224,1:20.174,\N,81.224,80.174,NA
180,26,10,7,12,12,1:20.893,1:20.274,\N,80.893,80.274,NA
181,26,7,5,14,13,1:20.584,1:20.531,\N,80.584,80.531,NA
182,26,15,7,11,14,1:21.145,1:20.601,\N,81.145,80.601,NA
183,26,6,3,8,15,1:21.407,1:21.112,\N,81.407,81.112,NA
189,27,1,1,22,1,1:15.218,1:14.603,1:15.666,75.218,74.603,75.666
190,27,13,6,2,2,1:14.921,1:14.747,1:15.859,74.92099999999999,74.747,75.859
191,27,5,1,23,3,1:15.476,1:14.855,1:16.143,75.476,74.855,76.143
192,27,15,7,11,4,1:15.560,1:15.122,1:16.191,75.56,75.122,76.191
193,27,4,4,5,5,1:15.917,1:14.943,1:16.385,75.917,74.943,76.385
194,27,8,6,1,6,1:15.201,1:14.949,1:16.389,75.201,74.949,76.389
195,27,9,2,4,7,1:15.985,1:15.109,1:16.521,75.985,75.109,76.521
196,27,17,9,10,8,1:15.900,1:15.481,1:17.014,75.9,75.481,77.014
197,27,20,5,15,9,1:15.532,1:15.420,1:17.244,75.532,75.42,77.244
198,27,14,9,9,10,1:15.975,1:15.338,1:17.503,75.975,75.338,77.503
199,27,10,7,12,11,1:15.560,1:15.508,\N,75.56,75.508,NA
200,27,2,2,3,12,1:15.596,1:15.581,\N,75.596,75.581,NA
201,27,3,3,7,13,1:15.863,1:15.633,\N,75.863,75.633,NA
202,27,18,11,16,14,1:15.993,1:15.701,\N,75.993,75.701,NA
203,27,7,5,14,15,1:15.927,1:15.858,\N,75.92699999999999,75.858,NA
209,28,1,1,22,1,1:19.376,1:19.473,1:20.899,79.376,79.473,80.899
210,28,5,1,23,2,1:19.945,1:19.480,1:21.140,79.945,79.48,81.14
211,28,13,6,2,3,1:19.578,1:19.068,1:21.191,79.578,79.068,81.191
212,28,9,2,4,4,1:20.053,1:19.776,1:21.281,80.053,79.776,81.281
213,28,10,7,12,5,1:19.980,1:19.246,1:21.326,79.98,79.246,81.326
214,28,8,6,1,6,1:20.006,1:19.546,1:21.516,80.006,79.54599999999999,81.51599999999999
215,28,4,4,5,7,1:20.229,1:19.816,1:21.698,80.229,79.816,81.69800000000001
216,28,17,9,10,8,1:20.073,1:20.046,1:21.732,80.07300000000001,80.04599999999999,81.732
217,28,15,7,11,9,1:19.942,1:19.486,1:21.767,79.94200000000001,79.486,81.767
218,28,12,4,6,10,1:20.583,1:20.131,1:22.371,80.583,80.131,82.371
219,28,20,5,15,11,1:20.157,1:20.144,\N,80.157,80.144,NA
220,28,18,11,16,12,1:20.888,1:20.332,\N,80.888,80.332,NA
221,28,14,9,9,13,1:20.505,1:20.502,\N,80.505,80.502,NA
222,28,7,5,14,14,1:20.640,1:20.963,\N,80.64,80.963,NA
229,29,13,6,2,1,1:38.176,1:37.859,1:38.989,98.176,97.85900000000001,98.989
230,29,1,1,22,2,1:38.464,1:37.954,1:39.199,98.464,97.95400000000001,99.199
231,29,9,2,4,3,1:38.347,1:38.050,1:39.392,98.34700000000001,98.05,99.392
232,29,8,6,1,4,1:38.703,1:38.229,1:39.488,98.703,98.229,99.488
233,29,5,1,23,5,1:38.656,1:38.120,1:39.937,98.656,98.12,99.937
234,29,20,5,15,6,1:38.141,1:37.842,1:40.142,98.14099999999999,97.842,100.142
235,29,15,7,11,7,1:37.948,1:37.928,1:40.309,97.94800000000001,97.928,100.309
236,29,2,2,3,8,1:38.738,1:37.859,1:40.631,98.738,97.85900000000001,100.631
237,29,3,3,7,9,1:38.595,1:38.336,1:40.721,98.595,98.336,100.721
238,29,7,5,14,10,1:38.622,1:38.417,1:40.750,98.622,98.417,100.75
239,29,6,3,8,11,1:38.667,1:38.428,\N,98.667,98.428,NA
240,29,4,4,5,12,1:38.268,1:38.435,\N,98.268,98.435,NA
241,29,10,7,12,13,1:38.532,1:38.499,\N,98.532,98.499,NA
242,29,17,9,10,14,1:38.559,1:38.515,\N,98.559,98.515,NA
243,29,12,4,6,15,1:38.787,1:38.744,\N,98.787,98.744,NA
249,30,1,1,22,1,1:46.887,1:46.088,1:47.338,106.887,106.088,107.338
250,30,13,6,2,2,1:46.873,1:46.391,1:47.678,106.87299999999999,106.39099999999999,107.678
251,30,5,1,23,3,1:46.812,1:46.037,1:47.815,106.812,106.037,107.815
252,30,8,6,1,4,1:46.960,1:46.298,1:47.992,106.96000000000001,106.298,107.99199999999999
253,30,2,2,3,5,1:47.419,1:46.311,1:48.315,107.419,106.311,108.315
254,30,4,4,5,6,1:47.154,1:46.491,1:48.504,107.154,106.491,108.50399999999999
255,30,17,9,10,7,1:47.270,1:46.814,1:48.736,107.27000000000001,106.814,108.73599999999999
256,30,9,2,4,8,1:47.093,1:46.494,1:48.763,107.093,106.494,108.763
257,30,7,5,14,9,1:46.777,1:46.544,1:48.951,106.777,106.544,108.951
258,30,20,5,15,10,1:47.152,1:46.804,1:50.319,107.152,106.804,110.319
259,30,15,7,11,11,1:47.400,1:46.949,\N,107.4,106.949,NA
260,30,12,4,6,12,1:47.052,1:46.965,\N,107.05199999999999,106.965,NA
261,30,10,7,12,13,1:47.359,1:46.995,\N,107.35900000000001,106.995,NA
262,30,14,9,9,14,1:47.132,1:47.018,\N,107.132,107.018,NA
263,30,3,3,7,15,1:47.503,1:47.429,\N,107.503,107.429,NA
269,31,20,5,15,1,1:35.464,1:35.837,1:37.555,95.464,95.837,97.555
270,31,5,1,23,2,1:35.214,1:35.843,1:37.631,95.214,95.843,97.631
271,31,17,9,10,3,1:36.001,1:36.306,1:38.117,96.001,96.306,98.11699999999999
272,31,7,5,14,4,1:35.543,1:36.175,1:38.445,95.543,96.175,98.445
273,31,3,3,7,5,1:35.485,1:35.898,1:38.767,95.485,95.898,98.767
274,31,13,6,2,6,1:35.536,1:36.676,1:38.894,95.536,96.676,98.894
275,31,15,7,11,7,1:35.906,1:36.008,1:39.152,95.906,96.00800000000001,99.152
276,31,4,4,5,8,1:36.297,1:36.518,1:39.751,96.297,96.518,99.751
277,31,10,7,12,9,1:35.737,1:36.525,1:39.787,95.737,96.525,99.787
278,31,2,2,3,10,1:35.709,1:36.626,1:39.906,95.709,96.626,99.906
279,31,9,2,4,11,1:35.553,1:36.697,\N,95.553,96.697,NA
280,31,21,10,21,12,1:36.280,1:36.698,\N,96.28,96.69800000000001,NA
281,31,14,9,9,13,1:36.485,1:37.284,\N,96.485,97.28399999999999,NA
282,31,8,6,1,14,1:35.965,1:37.522,\N,95.965,97.52199999999999,NA
283,31,1,1,22,15,1:35.394,1:39.265,\N,95.394,99.265,NA
289,32,13,6,2,1,1:44.519,1:44.014,1:44.801,104.519,104.01400000000001,104.801
290,32,1,1,22,2,1:44.501,1:44.932,1:45.465,104.501,104.932,105.465
291,32,8,6,1,3,1:44.282,1:44.232,1:45.617,104.282,104.232,105.61699999999999
292,32,9,2,4,4,1:44.740,1:44.519,1:45.779,104.74000000000001,104.519,105.779
293,32,5,1,23,5,1:44.311,1:44.207,1:45.873,104.311,104.207,105.87299999999999
294,32,2,2,3,6,1:45.548,1:44.520,1:45.964,105.548,104.52000000000001,105.964
295,32,20,5,15,7,1:45.042,1:44.261,1:46.244,105.042,104.261,106.244
296,32,10,7,12,8,1:45.184,1:44.441,1:46.328,105.184,104.441,106.328
297,32,3,3,7,9,1:45.103,1:44.429,1:46.611,105.10300000000001,104.429,106.61099999999999
298,32,6,3,8,10,1:45.127,1:44.826,1:47.547,105.12700000000001,104.826,107.547
299,32,15,7,11,11,1:45.642,1:45.038,\N,105.642,105.038,NA
300,32,18,11,16,12,1:45.660,1:45.133,\N,105.66,105.13300000000001,NA
301,32,17,9,10,13,1:45.493,1:45.212,\N,105.493,105.212,NA
302,32,14,9,9,14,1:46.028,1:45.298,\N,106.02799999999999,105.298,NA
309,33,1,1,22,1,1:18.071,1:17.462,1:18.404,78.071,77.462,78.404
310,33,8,6,1,2,1:18.160,1:17.733,1:18.644,78.16,77.733,78.644
311,33,5,1,23,3,1:18.220,1:17.360,1:18.821,78.22,77.36,78.821
312,33,4,4,5,4,1:18.290,1:17.871,1:18.852,78.28999999999999,77.871,78.852
313,33,13,6,2,5,1:18.110,1:17.287,1:18.874,78.11,77.287,78.874
314,33,9,2,4,6,1:18.684,1:17.931,1:18.979,78.684,77.931,78.979
315,33,15,7,11,7,1:18.501,1:17.541,1:19.026,78.501,77.541,79.026
316,33,10,7,12,8,1:17.945,1:17.670,1:19.118,77.945,77.67,79.118
317,33,20,5,15,9,1:18.559,1:17.714,1:19.638,78.559,77.714,79.638
318,33,7,5,14,10,1:18.593,1:18.102,1:20.167,78.593,78.102,80.167
319,33,14,9,9,11,1:18.303,1:18.187,\N,78.303,78.187,NA
320,33,12,4,6,12,1:18.300,1:18.274,\N,78.3,78.274,NA
321,33,17,9,10,13,1:18.372,1:18.354,\N,78.372,78.354,NA
322,33,6,3,8,14,1:18.640,1:18.594,\N,78.64,78.594,NA
323,33,3,3,7,15,1:18.740,1:18.672,\N,78.74,78.672,NA
329,34,1,1,22,1,1:35.566,1:34.947,1:36.303,95.566,94.947,96.303
330,34,8,6,1,2,1:35.983,1:35.355,1:36.645,95.983,95.35499999999999,96.64500000000001
331,34,13,6,2,3,1:35.971,1:35.135,1:36.889,95.971,95.13499999999999,96.88900000000001
332,34,4,4,5,4,1:35.769,1:35.461,1:36.927,95.769,95.461,96.92699999999999
333,34,5,1,23,5,1:35.623,1:35.216,1:36.930,95.62299999999999,95.21600000000001,96.93
334,34,17,9,10,6,1:36.238,1:35.686,1:37.083,96.238,95.686,97.083
335,34,2,2,3,7,1:36.224,1:35.403,1:37.201,96.22399999999999,95.40299999999999,97.201
336,34,20,5,15,8,1:35.752,1:35.386,1:37.685,95.75200000000001,95.386,97.685
337,34,15,7,11,9,1:36.104,1:35.715,1:37.934,96.104,95.715,97.934
338,34,7,5,14,10,1:36.239,1:35.478,1:38.885,96.239,95.47800000000001,98.88499999999999
339,34,12,4,6,11,1:36.029,1:35.722,\N,96.029,95.72200000000001,NA
340,34,9,2,4,12,1:36.503,1:35.814,\N,96.503,95.814,NA
341,34,10,7,12,13,1:36.210,1:35.937,\N,96.21000000000001,95.937,NA
342,34,22,11,17,14,1:36.640,1:36.079,\N,96.64,96.07900000000001,NA
343,34,3,3,7,15,1:36.434,1:36.210,\N,96.434,96.21000000000001,NA
349,35,13,6,2,1,1:11.830,1:11.875,1:12.368,71.83,71.875,72.368
350,35,15,7,11,2,1:12.226,1:12.107,1:12.737,72.226,72.107,72.737
351,35,8,6,1,3,1:12.083,1:11.950,1:12.825,72.083,71.95,72.825
352,35,1,1,22,4,1:12.213,1:11.856,1:12.830,72.213,71.856,72.83
353,35,5,1,23,5,1:12.366,1:11.768,1:12.917,72.366,71.768,72.917
354,35,4,4,5,6,1:12.214,1:12.090,1:12.967,72.214,72.09,72.967
355,35,20,5,15,7,1:12.390,1:11.845,1:13.082,72.39,71.845,73.082
356,35,2,2,3,8,1:12.371,1:12.026,1:13.297,72.371,72.026,73.297
357,35,7,5,14,9,1:12.498,1:12.075,1:14.105,72.498,72.075,74.105
358,35,10,7,12,10,1:12.223,1:11.909,1:14.230,72.223,71.909,74.23
359,35,12,4,6,11,1:12.348,1:12.137,\N,72.348,72.137,NA
360,35,17,9,10,12,1:12.409,1:12.289,\N,72.409,72.289,NA
361,35,9,2,4,13,1:12.381,1:12.300,\N,72.381,72.3,NA
362,35,14,9,9,14,1:12.690,1:12.717,\N,72.69,72.717,NA
363,35,22,11,17,15,1:12.548,1:13.139,\N,72.548,73.139,NA
369,36,8,6,6,1,1:26.644,1:25.644,1:26.072,86.644,85.644,86.072
370,36,4,1,1,2,1:26.697,1:25.326,1:26.493,86.697,85.326,86.493
371,36,2,2,9,3,1:26.895,1:25.358,1:26.556,86.895,85.358,86.556
372,36,1,1,2,4,1:26.674,1:25.577,1:26.755,86.674,85.577,86.755
373,36,9,2,10,5,1:26.696,1:25.882,1:27.347,86.696,85.882,87.34700000000001
374,36,21,4,3,6,1:27.270,1:25.944,1:27.634,87.27,85.944,87.634
375,36,17,9,15,7,1:26.978,1:26.623,1:27.934,86.97800000000001,86.623,87.934
376,36,15,7,12,8,1:27.014,1:26.688,1:28.404,87.014,86.688,88.404
377,36,23,7,11,9,1:27.328,1:26.739,1:28.692,87.328,86.739,88.69200000000001
378,36,11,8,22,10,1:27.365,1:26.758,1:28.871,87.365,86.758,88.871
379,36,19,8,23,11,1:26.986,1:26.909,\N,86.986,86.90899999999999,NA
380,36,3,3,16,12,1:27.596,1:26.914,\N,87.596,86.914,NA
381,36,5,4,4,13,1:27.529,1:26.964,\N,87.529,86.964,NA
382,36,18,11,7,14,1:27.540,1:27.264,\N,87.53999999999999,87.264,NA
383,36,25,3,17,15,1:27.479,1:27.393,\N,87.479,87.393,NA
391,37,13,6,5,1,1:35.340,1:34.454,1:35.043,95.34,94.45400000000001,95.043
392,37,4,1,1,2,1:34.942,1:34.057,1:35.310,94.94200000000001,94.057,95.31
393,37,8,6,6,3,1:35.138,1:34.687,1:35.479,95.138,94.687,95.479
394,37,1,1,2,4,1:35.028,1:34.650,1:36.045,95.02799999999999,94.65,96.045
395,37,2,2,9,5,1:35.617,1:35.203,1:36.543,95.61699999999999,95.203,96.543
396,37,3,3,16,6,1:35.755,1:35.380,1:36.829,95.755,95.38,96.82900000000001
397,37,9,2,10,7,1:35.294,1:34.739,1:36.839,95.294,94.739,96.839
398,37,15,7,12,8,1:35.666,1:35.255,1:36.902,95.666,95.255,96.902
399,37,23,7,11,9,1:35.736,1:35.595,1:37.078,95.73599999999999,95.595,97.078
400,37,17,9,15,10,1:35.727,1:35.579,1:37.345,95.727,95.57900000000001,97.345
401,37,5,4,4,11,1:36.092,1:35.630,\N,96.092,95.63,NA
402,37,21,4,3,12,1:35.879,1:35.706,\N,95.87899999999999,95.706,NA
403,37,14,9,14,13,1:35.730,1:35.766,\N,95.72999999999999,95.76599999999999,NA
404,37,11,8,22,14,1:36.430,1:35.945,\N,96.43,95.945,NA
405,37,18,11,7,15,1:35.913,1:36.088,\N,95.913,96.088,NA
406,37,24,5,18,16,1:36.140,1:36.145,\N,96.14,96.14500000000001,NA
413,38,13,6,5,1,1:32.443,1:31.359,1:32.652,92.443,91.35900000000001,92.652
414,38,1,1,2,2,1:32.580,1:31.752,1:32.935,92.58,91.752,92.935
415,38,8,6,6,3,1:33.161,1:31.812,1:33.131,93.161,91.812,93.131
416,38,4,1,1,4,1:33.049,1:32.214,1:33.192,93.049,92.214,93.19200000000001
417,38,2,2,9,5,1:33.164,1:32.154,1:33.404,93.164,92.154,93.404
418,38,9,2,10,6,1:33.348,1:32.292,1:33.710,93.348,92.292,93.71000000000001
419,38,21,4,3,7,1:33.556,1:32.889,1:34.056,93.556,92.88900000000001,94.056
420,38,17,9,15,8,1:33.496,1:32.808,1:34.106,93.49600000000001,92.80799999999999,94.106
421,38,15,7,12,9,1:33.218,1:32.429,1:34.154,93.218,92.429,94.154
422,38,3,3,16,10,1:33.349,1:32.815,1:34.399,93.34899999999999,92.815,94.399
423,38,25,3,17,11,1:33.759,1:32.915,\N,93.759,92.91499999999999,NA
424,38,5,4,4,12,1:33.467,1:32.935,\N,93.467,92.935,NA
425,38,19,8,23,13,1:33.299,1:33.082,\N,93.299,93.082,NA
426,38,23,7,11,14,1:33.923,1:33.294,\N,93.923,93.294,NA
427,38,22,11,8,15,1:33.776,1:33.624,\N,93.77600000000001,93.624,NA
428,38,18,11,7,16,1:33.967,1:33.731,\N,93.967,93.731,NA
435,39,13,6,5,1,1:21.375,1:20.597,1:21.421,81.375,80.59700000000001,81.42099999999999
436,39,4,1,1,2,1:21.609,1:20.797,1:21.451,81.60900000000001,80.797,81.451
437,39,8,6,6,3,1:21.802,1:20.741,1:21.723,81.80199999999999,80.741,81.723
438,39,1,1,2,4,1:21.120,1:20.713,1:21.785,81.12,80.713,81.785
439,39,9,2,10,5,1:21.941,1:21.381,1:22.253,81.941,81.381,82.253
440,39,15,7,12,6,1:22.501,1:21.554,1:22.324,82.501,81.554,82.324
441,39,2,2,9,7,1:21.625,1:21.113,1:22.389,81.625,81.113,82.389
442,39,5,4,4,8,1:21.790,1:21.623,1:22.568,81.78999999999999,81.623,82.568
443,39,14,9,14,9,1:22.491,1:21.488,1:22.749,82.491,81.488,82.749
444,39,21,4,3,10,1:22.064,1:21.677,1:22.881,82.064,81.67699999999999,82.881
445,39,3,3,16,11,1:21.943,1:21.968,\N,81.943,81.968,NA
