qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q3sec
8901,1060,20,117,5,8,1:04.846,1:04.493,1:04.570,64.846,64.493,64.57
8902,1060,847,3,63,9,1:04.907,1:04.553,1:04.591,64.907,64.553,64.591
8903,1060,840,117,18,10,1:04.927,1:04.547,1:04.618,64.92699999999999,64.547,64.618
8904,1060,832,6,55,11,1:04.596,1:04.559,\N,64.596,64.559,NA
8905,1060,844,6,16,12,1:04.906,1:04.600,\N,64.906,64.6,NA
8906,1060,817,1,3,13,1:04.977,1:04.719,\N,64.977,64.719,NA
8907,1060,4,214,14,14,1:04.472,1:04.856,\N,64.472,64.856,NA
8908,1060,841,51,99,15,1:04.782,1:05.083,\N,64.782,65.083,NA
8914,1061,1,131,44,1,1:26.786,1:26.023,1:26.134,86.786,86.023,86.134
8915,1061,830,9,33,2,1:26.751,1:26.315,1:26.209,86.751,86.315,86.209
8916,1061,822,131,77,3,1:27.487,1:26.764,1:26.328,87.487,86.764,86.328
8917,1061,844,6,16,4,1:27.051,1:26.919,1:26.828,87.051,86.919,86.828
8918,1061,815,9,11,5,1:27.121,1:27.073,1:26.844,87.121,87.07300000000001,86.844
8919,1061,846,1,4,6,1:27.444,1:27.220,1:26.897,87.444,87.22,86.89699999999999
8920,1061,817,1,3,7,1:27.323,1:27.125,1:26.899,87.32300000000001,87.125,86.899
8921,1061,847,3,63,8,1:27.671,1:27.080,1:26.971,87.67099999999999,87.08,86.971
8922,1061,832,6,55,9,1:27.337,1:26.848,1:27.007,87.337,86.848,87.007
8923,1061,20,117,5,10,1:27.493,1:27.103,1:27.179,87.493,87.10300000000001,87.179
8924,1061,4,214,14,11,1:27.580,1:27.245,\N,87.58,87.245,NA
8925,1061,842,213,10,12,1:27.600,1:27.273,\N,87.6,87.273,NA
8926,1061,839,214,31,13,1:27.415,1:27.340,\N,87.41499999999999,87.34,NA
8927,1061,841,51,99,14,1:27.595,1:27.617,\N,87.595,87.617,NA
8928,1061,840,117,18,15,1:28.017,1:27.665,\N,88.017,87.66499999999999,NA
8934,1062,1,131,44,1,1:16.424,1:16.553,1:15.419,76.424,76.553,75.419
8935,1062,822,131,77,2,1:16.569,1:16.702,1:15.734,76.569,76.702,75.734
8936,1062,830,9,33,3,1:16.214,1:15.650,1:15.840,76.214,75.65,75.84
8937,1062,815,9,11,4,1:17.233,1:16.443,1:16.421,77.233,76.443,76.42099999999999
8938,1062,842,213,10,5,1:16.874,1:16.394,1:16.483,76.874,76.394,76.483
8939,1062,846,1,4,6,1:17.081,1:16.385,1:16.489,77.081,76.385,76.489
8940,1062,844,6,16,7,1:17.084,1:16.574,1:16.496,77.084,76.574,76.496
8941,1062,839,214,31,8,1:17.367,1:16.766,1:16.653,77.367,76.76599999999999,76.65299999999999
8942,1062,4,214,14,9,1:17.123,1:16.541,1:16.715,77.123,76.541,76.715
8943,1062,20,117,5,10,1:17.105,1:16.794,1:16.750,77.105,76.794,76.75
8944,1062,817,1,3,11,1:17.664,1:16.871,\N,77.664,76.871,NA
8945,1062,840,117,18,12,1:17.038,1:16.893,\N,77.038,76.893,NA
8946,1062,8,51,7,13,1:17.553,1:17.564,\N,77.553,77.564,NA
8947,1062,841,51,99,14,1:17.776,1:17.583,\N,77.776,77.583,NA
8954,1063,830,9,33,1,1:58.717,1:56.559,1:59.765,118.717,116.559,119.765
8955,1063,847,3,63,2,1:59.864,1:56.950,2:00.086,119.864,116.95,120.086
8956,1063,1,131,44,3,1:59.218,1:56.229,2:00.099,119.218,116.229,120.099
8957,1063,817,1,3,4,2:01.583,1:57.127,2:00.864,121.583,117.12700000000001,120.864
8958,1063,20,117,5,5,2:00.175,1:56.814,2:00.935,120.175,116.814,120.935
8959,1063,842,213,10,6,2:00.387,1:56.440,2:01.164,120.387,116.44,121.164
8960,1063,815,9,11,7,1:59.334,1:56.886,2:02.112,119.334,116.886,122.112
8961,1063,822,131,77,8,1:59.870,1:56.295,2:02.502,119.87,116.295,122.502
8962,1063,839,214,31,9,2:01.824,1:57.354,2:03.513,121.824,117.354,123.513
8963,1063,846,1,4,10,1:58.301,1:56.025,\N,118.301,116.025,NA
8964,1063,844,6,16,11,2:00.728,1:57.721,\N,120.728,117.721,NA
8965,1063,849,3,6,12,2:00.966,1:58.056,\N,120.966,118.056,NA
8966,1063,832,6,55,13,2:01.184,1:58.137,\N,121.184,118.137,NA
8967,1063,4,214,14,14,2:01.653,1:58.205,\N,121.653,118.205,NA
8968,1063,840,117,18,15,2:01.597,1:58.231,\N,121.597,118.231,NA
8974,1064,830,9,33,1,1:10.036,1:09.071,1:08.885,70.036,69.071,68.885
8975,1064,1,131,44,2,1:10.114,1:09.726,1:08.923,70.114,69.726,68.923
8976,1064,822,131,77,3,1:10.219,1:09.769,1:09.222,70.219,69.769,69.222
8977,1064,842,213,10,4,1:10.274,1:09.541,1:09.478,70.274,69.541,69.478
8978,1064,844,6,16,5,1:09.829,1:09.437,1:09.527,69.82900000000001,69.437,69.527
8979,1064,832,6,55,6,1:10.022,1:09.870,1:09.537,70.022,69.87,69.537
8980,1064,841,51,99,7,1:10.050,1:10.033,1:09.590,70.05,70.033,69.59
8981,1064,839,214,31,8,1:10.179,1:09.919,1:09.933,70.179,69.919,69.93299999999999
8982,1064,4,214,14,9,1:10.435,1:10.020,1:09.956,70.435,70.02,69.956
8983,1064,817,1,3,10,1:10.255,1:09.865,1:10.166,70.255,69.865,70.166
8984,1064,847,3,63,11,1:10.382,1:10.332,\N,70.382,70.332,NA
8985,1064,840,117,18,12,1:10.438,1:10.367,\N,70.438,70.367,NA
8986,1064,846,1,4,13,1:10.489,1:10.406,\N,70.489,70.406,NA
8987,1064,849,3,6,14,1:10.093,1:11.161,\N,70.093,71.161,NA
8988,1064,852,213,22,15,1:10.462,1:11.314,\N,70.462,71.314,NA
8994,1065,822,131,77,1,1:20.685,1:20.032,1:19.555,80.685,80.032,79.555
8995,1065,1,131,44,2,1:20.543,1:19.936,1:19.651,80.543,79.936,79.651
8996,1065,830,9,33,3,1:21.035,1:20.229,1:19.966,81.035,80.229,79.96600000000001
8997,1065,846,1,4,4,1:20.916,1:20.059,1:19.989,80.916,80.059,79.989
8998,1065,817,1,3,5,1:21.292,1:20.435,1:19.995,81.292,80.435,79.995
8999,1065,842,213,10,6,1:21.440,1:20.556,1:20.260,81.44,80.556,80.26
9000,1065,832,6,55,7,1:21.118,1:20.750,1:20.462,81.118,80.75,80.462
9001,1065,844,6,16,8,1:21.219,1:20.767,1:20.510,81.219,80.767,80.51
9002,1065,815,9,11,9,1:21.308,1:20.882,1:20.611,81.30799999999999,80.882,80.611
9003,1065,841,51,99,10,1:21.197,1:20.726,1:20.808,81.197,80.726,80.80799999999999
9004,1065,20,117,5,11,1:21.394,1:20.913,\N,81.394,80.913,NA
9005,1065,840,117,18,12,1:21.415,1:21.020,\N,81.41499999999999,81.02,NA
9006,1065,4,214,14,13,1:21.487,1:21.069,\N,81.487,81.069,NA
9007,1065,839,214,31,14,1:21.500,1:21.103,\N,81.5,81.10300000000001,NA
9008,1065,847,3,63,15,1:21.890,1:21.392,\N,81.89,81.392,NA
9014,1066,846,1,4,1,1:47.238,1:45.827,1:41.993,107.238,105.827,101.993
9015,1066,832,6,55,2,1:47.924,1:46.521,1:42.510,107.924,106.521,102.50999999999999
9016,1066,847,3,63,3,1:48.303,1:46.435,1:42.983,108.303,106.435,102.983
9017,1066,1,131,44,4,1:45.992,1:45.129,1:44.050,105.99199999999999,105.12899999999999,104.05
9018,1066,817,1,3,5,1:48.345,1:46.361,1:44.156,108.345,106.36099999999999,104.156
9019,1066,4,214,14,6,1:47.877,1:45.514,1:44.204,107.87700000000001,105.51400000000001,104.20400000000001
9020,1066,822,131,77,7,1:46.396,1:45.306,1:44.710,106.396,105.306,104.71000000000001
9021,1066,840,117,18,8,1:48.322,1:46.360,1:44.956,108.322,106.36,104.956
9022,1066,815,9,11,9,1:46.455,1:45.834,1:45.337,106.455,105.834,105.337
9023,1066,839,214,31,10,1:48.099,1:46.070,1:45.865,108.09899999999999,106.07,105.86500000000001
9024,1066,20,117,5,11,1:47.205,1:46.573,\N,107.205,106.57300000000001,NA
9025,1066,842,213,10,12,1:47.828,1:46.641,\N,107.828,106.64099999999999,NA
9026,1066,852,213,22,13,1:48.854,1:46.751,\N,108.854,106.751,NA
9036,1067,1,131,44,1,1:24.585,1:23.082,1:22.868,84.58500000000001,83.082,82.868
9037,1067,822,131,77,2,1:25.047,1:23.579,1:22.998,85.047,83.57900000000001,82.998
9038,1067,830,9,33,3,1:24.592,1:23.732,1:23.196,84.592,83.732,83.196
9039,1067,844,6,16,4,1:24.869,1:24.015,1:23.265,84.869,84.015,83.265
9040,1067,842,213,10,5,1:24.704,1:23.817,1:23.326,84.70400000000001,83.81700000000001,83.326
9041,1067,4,214,14,6,1:25.174,1:23.914,1:23.477,85.174,83.914,83.477
9042,1067,815,9,11,7,1:24.963,1:23.961,1:23.706,84.963,83.961,83.706
9043,1067,846,1,4,8,1:25.138,1:24.642,1:23.954,85.138,84.642,83.95400000000001
9044,1067,840,117,18,9,1:25.511,1:24.601,1:24.305,85.511,84.601,84.305
9045,1067,852,213,22,10,1:25.409,1:24.054,1:24.368,85.40899999999999,84.054,84.368
9046,1067,20,117,5,11,1:25.787,1:24.795,\N,85.787,84.795,NA
9047,1067,839,214,31,12,1:25.422,1:24.842,\N,85.422,84.842,NA
9048,1067,847,3,63,13,1:25.417,1:25.007,\N,85.417,85.007,NA
9049,1067,854,210,47,14,1:25.555,1:25.200,\N,85.555,85.2,NA
9056,1069,830,9,33,1,1:34.352,1:33.464,1:32.910,94.352,93.464,92.91
9057,1069,1,131,44,2,1:34.579,1:33.797,1:33.119,94.57900000000001,93.797,93.119
9058,1069,815,9,11,3,1:34.369,1:34.178,1:33.134,94.369,94.178,93.134
9059,1069,822,131,77,4,1:34.590,1:33.959,1:33.475,94.59,93.959,93.475
9060,1069,844,6,16,5,1:34.153,1:33.928,1:33.606,94.15299999999999,93.928,93.606
9061,1069,832,6,55,6,1:34.558,1:34.126,1:33.792,94.55799999999999,94.126,93.792
9062,1069,817,1,3,7,1:34.407,1:34.643,1:33.808,94.407,94.643,93.80799999999999
9063,1069,846,1,4,8,1:34.551,1:33.880,1:33.887,94.551,93.88,93.887
9064,1069,842,213,10,9,1:34.567,1:34.583,1:34.118,94.56700000000001,94.583,94.118
9065,1069,852,213,22,10,1:35.360,1:35.137,1:34.918,95.36,95.137,94.918
9066,1069,839,214,31,11,1:35.747,1:35.377,\N,95.747,95.37700000000001,NA
9067,1069,20,117,5,12,1:35.281,1:35.500,\N,95.281,95.5,NA
9068,1069,841,51,99,13,1:35.920,1:35.794,\N,95.92,95.794,NA
9069,1069,4,214,14,14,1:35.756,1:44.549,\N,95.756,104.549,NA
9076,1070,822,131,77,1,1:16.727,1:16.864,1:15.875,76.727,76.864,75.875
9077,1070,1,131,44,2,1:17.207,1:16.474,1:16.020,77.207,76.474,76.02
9078,1070,830,9,33,3,1:16.788,1:16.483,1:16.225,76.788,76.483,76.225
9079,1070,815,9,11,4,1:17.003,1:17.055,1:16.342,77.003,77.055,76.342
9080,1070,842,213,10,5,1:16.908,1:16.955,1:16.456,76.908,76.955,76.456
9081,1070,832,6,55,6,1:17.517,1:17.248,1:16.761,77.517,77.248,76.761
9082,1070,817,1,3,7,1:17.719,1:17.092,1:16.763,77.719,77.092,76.763
9083,1070,844,6,16,8,1:16.748,1:17.034,1:16.837,76.748,77.03399999999999,76.837
9084,1070,852,213,22,9,1:17.330,1:16.701,1:17.158,77.33,76.701,77.158
9085,1070,846,1,4,10,1:17.569,1:17.473,1:36.830,77.569,77.473,96.83
9086,1070,20,117,5,11,1:17.502,1:17.746,\N,77.502,77.746,NA
9087,1070,8,51,7,12,1:17.606,1:17.958,\N,77.606,77.958,NA
9088,1070,847,3,63,13,1:17.958,1:18.172,\N,77.958,78.172,NA
9089,1070,841,51,99,14,1:17.897,1:18.290,\N,77.89699999999999,78.28999999999999,NA
9090,1070,839,214,31,15,1:18.126,1:18.405,\N,78.126,78.405,NA
9096,1071,1,131,44,1,1:08.733,1:08.068,1:07.934,68.733,68.068,67.934
9097,1071,830,9,33,2,1:09.329,1:08.499,1:08.372,69.32900000000001,68.499,68.372
9098,1071,822,131,77,3,1:09.040,1:08.426,1:08.469,69.03999999999999,68.426,68.469
9099,1071,815,9,11,4,1:09.172,1:08.973,1:08.483,69.172,68.973,68.483
9100,1071,842,213,10,5,1:09.347,1:08.903,1:08.777,69.347,68.903,68.777
9101,1071,832,6,55,6,1:09.046,1:09.031,1:08.826,69.04599999999999,69.031,68.826
9102,1071,844,6,16,7,1:09.155,1:08.859,1:08.960,69.155,68.859,68.96000000000001
9103,1071,846,1,4,8,1:09.365,1:09.030,1:08.980,69.365,69.03,68.98
9104,1071,817,1,3,9,1:09.374,1:09.093,1:09.039,69.374,69.093,69.039
9105,1071,4,214,14,10,1:09.391,1:09.137,1:09.113,69.391,69.137,69.113
9106,1071,839,214,31,11,1:09.430,1:09.189,\N,69.43,69.189,NA
9107,1071,20,117,5,12,1:09.451,1:09.399,\N,69.451,69.399,NA
9108,1071,852,213,22,13,1:09.350,1:09.483,\N,69.35,69.483,NA
9109,1071,8,51,7,14,1:09.598,1:09.503,\N,69.598,69.503,NA
9110,1071,841,51,99,15,1:09.342,1:10.227,\N,69.342,70.227,NA
9116,1051,1,131,44,1,1:21.901,1:21.682,1:20.827,81.901,81.682,80.827
9117,1051,830,9,33,2,1:21.996,1:21.984,1:21.282,81.996,81.98400000000001,81.282
9118,1051,822,131,77,3,1:22.016,1:21.991,1:21.478,82.01599999999999,81.991,81.47800000000001
9119,1051,842,213,10,4,1:22.535,1:21.728,1:21.640,82.535,81.72800000000001,81.64
9120,1051,4,214,14,5,1:22.422,1:21.894,1:21.670,82.422,81.894,81.67
9121,1051,846,1,4,6,1:22.839,1:22.216,1:21.731,82.839,82.21600000000001,81.731
9122,1051,832,6,55,7,1:22.304,1:22.241,1:21.840,82.304,82.241,81.84
9123,1051,852,213,22,8,1:22.458,1:22.058,1:21.881,82.458,82.05799999999999,81.881
9124,1051,839,214,31,9,1:22.565,1:22.012,1:22.028,82.565,82.012,82.02799999999999
9125,1051,20,117,5,10,1:22.549,1:22.146,1:22.785,82.549,82.146,82.785
9126,1051,815,9,11,11,1:22.398,1:22.346,\N,82.398,82.346,NA
9127,1051,840,117,18,12,1:22.551,1:22.460,\N,82.551,82.46000000000001,NA
9128,1051,844,6,16,13,1:22.742,1:22.463,\N,82.742,82.463,NA
9129,1051,817,1,3,14,1:22.688,1:22.597,\N,82.688,82.59700000000001,NA
9130,1051,847,3,63,15,1:22.863,1:22.756,\N,82.863,82.756,NA
9136,1072,1,131,44,1,1:28.466,1:27.712,1:27.511,88.46600000000001,87.712,87.511
9137,1072,822,131,77,2,1:28.057,1:28.054,1:27.622,88.057,88.054,87.622
9138,1072,830,9,33,3,1:28.285,1:27.953,1:27.653,88.285,87.953,87.65299999999999
9139,1072,844,6,16,4,1:28.310,1:28.459,1:28.054,88.31,88.459,88.054
9140,1072,815,9,11,5,1:28.021,1:27.946,1:28.123,88.021,87.946,88.123
9141,1072,842,213,10,6,1:28.401,1:28.314,1:28.125,88.401,88.314,88.125
9142,1072,846,1,4,7,1:28.338,1:28.344,1:28.180,88.338,88.344,88.18
9143,1072,852,213,22,8,1:28.503,1:28.222,1:28.442,88.503,88.22200000000001,88.44200000000001
9144,1072,839,214,31,9,1:28.752,1:28.574,1:28.647,88.752,88.574,88.64699999999999
9145,1072,841,51,99,10,1:28.899,1:28.616,1:28.754,88.899,88.616,88.754
9146,1072,817,1,3,11,1:28.216,1:28.668,\N,88.21600000000001,88.668,NA
9147,1072,8,51,7,12,1:28.856,1:28.885,\N,88.856,88.885,NA
9148,1072,4,214,14,13,1:28.944,1:28.920,\N,88.944,88.92,NA
9149,1072,847,3,63,14,1:28.926,1:29.054,\N,88.926,89.054,NA
9150,1072,832,6,55,15,1:28.237,1:53.652,\N,88.237,113.652,NA
9156,1073,830,9,33,1,1:23.322,1:22.800,1:22.109,83.322,82.8,82.10900000000001
9157,1073,1,131,44,2,1:22.845,1:23.145,1:22.480,82.845,83.145,82.48
9158,1073,846,1,4,3,1:23.553,1:23.256,1:22.931,83.553,83.256,82.931
9159,1073,815,9,11,4,1:23.350,1:23.135,1:22.947,83.35,83.135,82.947
9160,1073,832,6,55,5,1:23.624,1:23.174,1:22.992,83.624,83.174,82.992
9161,1073,822,131,77,6,1:23.117,1:23.246,1:23.036,83.117,83.246,83.036
9162,1073,844,6,16,7,1:23.467,1:23.202,1:23.122,83.467,83.202,83.122
9163,1073,852,213,22,8,1:23.428,1:23.404,1:23.220,83.428,83.404,83.22
9164,1073,839,214,31,9,1:23.764,1:23.420,1:23.389,83.764,83.42,83.389
9165,1073,817,1,3,10,1:23.829,1:23.448,1:23.409,83.82900000000001,83.44800000000001,83.40899999999999
9166,1073,4,214,14,11,1:23.846,1:23.460,\N,83.846,83.46000000000001,NA
9167,1073,842,213,10,12,1:23.489,1:24.043,\N,83.489,84.043,NA
9168,1073,840,117,18,13,1:24.061,1:24.066,\N,84.061,84.066,NA
9169,1073,841,51,99,14,1:24.118,1:24.251,\N,84.118,84.251,NA
9170,1073,20,117,5,15,1:24.225,1:24.305,\N,84.225,84.305,NA
9176,1074,844,6,16,1,1:31.471,1:30.932,1:30.558,91.471,90.932,90.55799999999999
9177,1074,830,9,1,2,1:31.785,1:30.757,1:30.681,91.785,90.757,90.681
9178,1074,832,6,55,3,1:31.567,1:30.787,1:30.687,91.56700000000001,90.787,90.687
9179,1074,815,9,11,4,1:32.311,1:31.008,1:30.921,92.311,91.008,90.92099999999999
9180,1074,1,131,44,5,1:32.285,1:31.048,1:31.238,92.285,91.048,91.238
9181,1074,822,51,77,6,1:31.919,1:31.717,1:31.560,91.919,91.717,91.56
9182,1074,825,210,20,7,1:31.955,1:31.461,1:31.808,91.955,91.461,91.80799999999999
9183,1074,4,214,14,8,1:32.346,1:31.621,1:32.195,92.346,91.621,92.195
9184,1074,847,131,63,9,1:32.269,1:31.252,1:32.216,92.269,91.252,92.21600000000001
9185,1074,842,213,10,10,1:32.096,1:31.635,1:32.338,92.096,91.635,92.338
9186,1074,839,214,31,11,1:32.041,1:31.782,\N,92.041,91.782,NA
9187,1074,854,210,47,12,1:32.380,1:31.998,\N,92.38,91.998,NA
9188,1074,846,1,4,13,1:32.239,1:32.008,\N,92.239,92.00800000000001,NA
9189,1074,848,3,23,14,1:32.726,1:32.664,\N,92.726,92.664,NA
9190,1074,855,51,24,15,1:32.493,1:33.543,\N,92.493,93.543,NA
9225,1075,855,51,24,13,1:29.978,1:29.819,\N,89.97800000000001,89.819,NA
9224,1075,817,1,3,12,1:30.009,1:29.773,\N,90.009,89.773,NA
9223,1075,846,1,4,11,1:29.957,1:29.651,\N,89.957,89.651,NA
9222,1075,825,210,20,10,1:29.831,1:29.546,1:29.588,89.831,89.54599999999999,89.588
9221,1075,842,213,10,9,1:29.891,1:29.418,1:29.254,89.89099999999999,89.418,89.254
9220,1075,822,51,77,8,1:29.683,1:29.404,1:29.183,89.68299999999999,89.404,89.18299999999999
9219,1075,4,214,14,7,1:29.978,1:29.295,1:29.147,89.97800000000001,89.295,89.14699999999999
9218,1075,847,131,63,6,1:29.680,1:29.618,1:29.104,89.68,89.618,89.104
9217,1075,839,214,31,5,1:30.093,1:29.584,1:29.068,90.093,89.584,89.068
9216,1075,830,9,1,4,1:28.928,1:28.945,1:28.461,88.928,88.945,88.461
9215,1075,832,6,55,3,1:28.855,1:28.686,1:28.402,88.855,88.686,88.402
9214,1075,844,6,16,2,1:29.039,1:28.780,1:28.225,89.039,88.78,88.225
9213,1075,815,9,11,1,1:29.705,1:28.924,1:28.200,89.705,88.924,88.2
9226,1075,854,210,47,14,1:30.167,1:29.920,\N,90.167,89.92,NA
9227,1075,840,117,18,15,1:30.256,1:31.009,\N,90.256,91.009,NA
9233,1076,844,6,16,1,1:18.881,1:18.606,1:17.868,78.881,78.606,77.868
9234,1076,830,9,1,2,1:18.580,1:18.611,1:18.154,78.58,78.611,78.154
9235,1076,815,9,11,3,1:18.834,1:18.340,1:18.240,78.834,78.34,78.24
9236,1076,846,1,4,4,1:19.280,1:19.066,1:18.703,79.28,79.066,78.703
9237,1076,1,131,44,5,1:19.401,1:19.106,1:18.825,79.401,79.106,78.825
9238,1076,847,131,63,6,1:19.405,1:19.076,1:18.933,79.405,79.076,78.93299999999999
9239,1076,817,1,3,7,1:19.665,1:19.130,1:19.032,79.66499999999999,79.13,79.032
9240,1076,839,214,31,8,1:19.605,1:19.136,1:19.061,79.605,79.136,79.061
9241,1076,832,6,55,9,1:18.983,1:18.469,1:19.408,78.983,78.469,79.408
9242,1076,4,214,14,10,1:19.192,1:18.815,NA,79.19200000000001,78.815,NA
9243,1076,842,213,10,11,1:19.580,1:19.226,NA,79.58,79.226,NA
9244,1076,822,51,77,12,1:19.251,1:19.410,NA,79.251,79.41,NA
9245,1076,852,213,22,13,1:19.742,1:19.424,NA,79.742,79.424,NA
9246,1076,855,51,24,14,1:19.910,1:20.155,NA,79.91,80.155,NA
9247,1076,854,210,47,15,1:20.104,1:20.465,NA,80.104,80.465,NA
9253,1077,830,9,1,1,1:19.295,1:18.793,1:27.999,79.295,78.793,87.999
9254,1077,844,6,16,2,1:18.796,1:19.584,1:28.778,78.79599999999999,79.584,88.77799999999999
9255,1077,846,1,4,3,1:20.168,1:19.294,1:29.131,80.168,79.294,89.131
9256,1077,825,210,20,4,1:20.147,1:19.902,1:29.164,80.14699999999999,79.902,89.164
9257,1077,4,214,14,5,1:20.198,1:19.595,1:29.202,80.19800000000001,79.595,89.202
9258,1077,817,1,3,6,1:19.980,1:20.031,1:29.742,79.98,80.031,89.742
9259,1077,815,9,11,7,1:19.773,1:19.296,1:29.808,79.773,79.29599999999999,89.80799999999999
9260,1077,822,51,77,8,1:20.419,1:20.192,1:30.439,80.419,80.19200000000001,90.439
9261,1077,20,117,5,9,1:20.364,1:19.957,1:31.062,80.364,79.957,91.062
9262,1077,832,6,55,10,1:19.305,1:18.990,NA,79.305,78.99,NA
9263,1077,847,131,63,11,1:20.383,1:20.757,NA,80.383,80.757,NA
9264,1077,854,210,47,12,1:20.422,1:20.916,NA,80.422,80.916,NA
9265,1077,1,131,44,13,1:20.470,1:21.138,NA,80.47,81.138,NA
9266,1077,855,51,24,14,1:19.730,1:21.434,NA,79.73,81.434,NA
9267,1077,840,117,18,15,1:20.342,1:28.119,NA,80.342,88.119,NA
9273,1078,844,6,16,1,1:29.474,1:29.130,1:28.796,89.474,89.13,88.79599999999999
9274,1078,832,6,55,2,1:30.079,1:29.729,1:28.986,90.07900000000001,89.729,88.986
9275,1078,830,9,1,3,1:29.836,1:29.202,1:28.991,89.836,89.202,88.991
9276,1078,815,9,11,4,1:30.055,1:29.673,1:29.036,90.055,89.673,89.036
9277,1078,822,51,77,5,1:30.845,1:29.751,1:29.475,90.845,89.751,89.475
9278,1078,1,131,44,6,1:30.388,1:29.797,1:29.625,90.388,89.797,89.625
9279,1078,842,213,10,7,1:30.779,1:30.128,1:29.690,90.779,90.128,89.69
9280,1078,846,1,4,8,1:30.761,1:29.634,1:29.750,90.761,89.634,89.75
9281,1078,852,213,22,9,1:30.485,1:30.031,1:29.932,90.485,90.031,89.932
9282,1078,840,117,18,10,1:30.441,1:29.996,1:30.676,90.441,89.996,90.676
9283,1078,4,214,14,11,1:30.407,1:30.160,NA,90.407,90.16,NA
9284,1078,847,131,63,12,1:30.490,1:30.173,NA,90.49,90.173,NA
9285,1078,20,117,5,13,1:30.677,1:30.214,NA,90.67699999999999,90.214,NA
9286,1078,817,1,3,14,1:30.583,1:30.310,NA,90.583,90.31,NA
9287,1078,854,210,47,15,1:30.645,1:30.423,NA,90.645,90.423,NA
9293,1079,844,6,16,1,1:19.861,1:19.969,1:18.750,79.861,79.969,78.75
9294,1079,830,9,1,2,1:20.091,1:19.219,1:19.073,80.09100000000001,79.219,79.07300000000001
9295,1079,832,6,55,3,1:19.892,1:19.453,1:19.166,79.892,79.453,79.166
9296,1079,847,131,63,4,1:20.218,1:19.470,1:19.393,80.218,79.47,79.393
9297,1079,815,9,11,5,1:20.447,1:19.830,1:19.420,80.447,79.83,79.42
9298,1079,1,131,44,6,1:20.252,1:19.794,1:19.512,80.252,79.794,79.512
9299,1079,822,51,77,7,1:20.355,1:20.053,1:19.608,80.355,80.053,79.608
9300,1079,825,210,20,8,1:20.227,1:19.810,1:19.682,80.227,79.81,79.682
9301,1079,817,1,3,9,1:20.549,1:20.287,1:20.297,80.549,80.287,80.297
9302,1079,854,210,47,10,1:20.683,1:20.436,1:20.368,80.68299999999999,80.436,80.368
9303,1079,846,1,4,11,1:20.838,1:20.471,\N,80.838,80.471,NA
9304,1079,839,214,31,12,1:20.880,1:20.638,\N,80.88,80.638,NA
9305,1079,852,213,22,13,1:20.707,1:20.639,\N,80.707,80.639,NA
9306,1079,842,213,10,14,1:20.719,1:20.861,\N,80.719,80.861,NA
9307,1079,855,51,24,15,1:20.476,1:21.094,\N,80.476,81.094,NA
9313,1080,844,6,16,1,1:12.569,1:11.864,1:11.376,72.569,71.864,71.376
9314,1080,832,6,55,2,1:12.616,1:12.074,1:11.601,72.616,72.074,71.601
9315,1080,815,9,11,3,1:13.004,1:11.954,1:11.629,73.004,71.95400000000001,71.629
9316,1080,830,9,1,4,1:12.993,1:12.117,1:11.666,72.993,72.117,71.666
9317,1080,846,1,4,5,1:12.927,1:12.266,1:11.849,72.92699999999999,72.266,71.849
9318,1080,847,131,63,6,1:12.787,1:12.617,1:12.112,72.787,72.617,72.112
9319,1080,4,214,14,7,1:13.394,1:12.688,1:12.247,73.394,72.688,72.247
9320,1080,1,131,44,8,1:13.444,1:12.595,1:12.560,73.444,72.595,72.56
9321,1080,20,117,5,9,1:13.313,1:12.613,1:12.732,73.313,72.613,72.732
9322,1080,839,214,31,10,1:12.848,1:12.528,1:13.047,72.848,72.528,73.047
9323,1080,852,213,22,11,1:13.110,1:12.797,NA,73.11,72.797,NA
9324,1080,822,51,77,12,1:13.541,1:12.909,NA,73.541,72.909,NA
9325,1080,825,210,20,13,1:13.069,1:12.921,NA,73.069,72.92099999999999,NA
9326,1080,817,1,3,14,1:13.338,1:12.964,NA,73.338,72.964,NA
9327,1080,854,210,47,15,1:13.469,1:13.081,NA,73.469,73.081,NA
9333,1081,844,6,16,1,1:42.865,1:42.046,1:41.359,102.86500000000001,102.04599999999999,101.35900000000001
9334,1081,815,9,11,2,1:42.733,1:41.955,1:41.641,102.733,101.955,101.64099999999999
9335,1081,830,9,1,3,1:42.722,1:42.227,1:41.706,102.72200000000001,102.227,101.706
9336,1081,832,6,55,4,1:42.957,1:42.088,1:41.814,102.957,102.088,101.814
9337,1081,847,131,63,5,1:43.754,1:43.281,1:42.712,103.75399999999999,103.281,102.712
9338,1081,842,213,10,6,1:43.268,1:43.129,1:42.845,103.268,103.12899999999999,102.845
9339,1081,1,131,44,7,1:43.939,1:43.182,1:42.924,103.939,103.182,102.924
9340,1081,852,213,22,8,1:43.595,1:43.376,1:43.056,103.595,103.376,103.056
9341,1081,20,117,5,9,1:43.279,1:43.268,1:43.091,103.279,103.268,103.09100000000001
9342,1081,4,214,14,10,1:44.083,1:43.360,1:43.173,104.083,103.36,103.173
9343,1081,846,1,4,11,1:44.237,1:43.398,\N,104.237,103.398,NA
9344,1081,817,1,3,12,1:44.437,1:43.574,\N,104.437,103.574,NA
9345,1081,839,214,31,13,1:43.903,1:43.585,\N,103.90299999999999,103.58500000000001,NA
