raceId,q1sec,q2sec,q1_q2_diff
906,77.113,76.3,0.8130000000000024
907,70.389,69.754,0.6349999999999909
909,78.53399999999999,78.193,0.340999999999994
910,86.136,84.706,1.4299999999999926
911,130.529,129.377,1.1519999999999868
912,86.569,86.07,0.49900000000000944
913,107.61500000000001,106.943,0.6720000000000113
914,95.21000000000001,94.98400000000001,0.2259999999999991
915,100.382,100.05199999999999,0.3300000000000125
916,98.85499999999999,98.467,0.387999999999991
917,71.593,71.591,0.0020000000000095497
918,102.467,102.239,0.22799999999999443
926,89.788,88.8,0.9879999999999995
928,98.563,98.134,0.42900000000000205
929,95.37100000000001,94.70400000000001,0.6670000000000016
930,87.611,87.375,0.2360000000000042
931,77.63,77.007,0.6229999999999905
932,76.611,76.042,0.5690000000000026
933,72.001,70.374,1.6270000000000095
934,94.64099999999999,94.268,0.37299999999999045
936,84.242,83.826,0.41600000000001103
937,109.523,109.12100000000001,0.4019999999999868
938,85.184,84.525,0.6589999999999918
939,106.576,106.305,0.2709999999999866
940,94.79599999999999,94.39,0.4059999999999917
941,99.58,99.214,0.36599999999999966
942,120.236,120.265,-0.028999999999996362
943,81.315,80.94200000000001,0.37299999999999045
944,73.056,72.989,0.06699999999999307
945,102.608,102.521,0.0870000000000033
949,92.005,91.816,0.18899999999999295
950,98.16499999999999,97.34700000000001,0.8179999999999836
951,98.12299999999999,97.652,0.4709999999999894
952,84.578,84.203,0.375
953,75.504,75.273,0.23100000000000875
954,74.814,74.31700000000001,0.4969999999999857
955,105.062,104.755,0.30700000000000216
956,67.618,67.578,0.03999999999999204
957,92.281,91.875,0.4060000000000059
959,76.301,75.883,0.41800000000000637
960,108.7,108.316,0.38400000000000034
961,83.439,82.967,0.4719999999999942
962,105.499,104.74000000000001,0.7589999999999861
963,95.4,94.577,0.8230000000000075
964,92.62,92.315,0.3050000000000068
965,97.744,97.35300000000001,0.39099999999999113
966,80.55199999999999,80.282,0.269999999999996
967,72.7,72.42,0.28000000000000114
968,101.19200000000001,101.084,0.10800000000000409
969,85.542,85.081,0.4609999999999985
970,94.56700000000001,94.15,0.4170000000000016
971,91.691,90.923,0.7680000000000007
972,95.98400000000001,95.94800000000001,0.036000000000001364
973,81.998,81.32900000000001,0.6689999999999969
974,73.723,73.516,0.20699999999999363
975,73.78,73.69,0.09000000000000341
976,103.489,103.186,0.30299999999999727
977,66.033,65.597,0.43600000000000705
979,78.702,78.41499999999999,0.28700000000000614
980,105.447,105.09,0.3569999999999993
981,98.775,97.582,1.193000000000012
982,103.328,102.107,1.2210000000000036
983,92.65,92.03399999999999,0.6160000000000139
984,90.51599999999999,89.77799999999999,0.7379999999999995
985,95.991,95.155,0.8359999999999985
986,78.405,78.099,0.3059999999999974
987,70.172,69.83,0.34199999999999875
988,98.81,98.636,0.1740000000000066
989,83.90899999999999,83.69200000000001,0.21699999999998454
990,90.26,90.105,0.15500000000000114
991,93.545,92.98599999999999,0.5590000000000117
992,103.75200000000001,103.58500000000001,0.1670000000000016
993,78.55,78.32300000000001,0.22699999999998965
994,72.93,72.411,0.5190000000000055
995,72.702,72.606,0.09600000000000364
996,92.538,92.075,0.46299999999999386
997,64.965,64.845,0.12000000000000455
998,88.187,87.901,0.28600000000000136
1001,104.003,103.844,0.15900000000000603
1002,81.813,81.669,0.14400000000000546
1003,99.206,98.64099999999999,0.5650000000000119
1005,90.219,89.864,0.35499999999998977
1006,94.932,94.566,0.36599999999999966
1008,69.009,68.659,0.3499999999999943
1009,97.575,96.982,0.5930000000000035
1010,82.885,82.562,0.3230000000000075
1011,89.85900000000001,89.488,0.3710000000000093
1012,93.863,93.23599999999999,0.6270000000000095
1014,77.914,77.338,0.5760000000000076
1015,71.872,71.67,0.20199999999999818
1016,72.02,71.8,0.21999999999999886
1017,91.152,90.461,0.6910000000000025
1018,64.615,64.49,0.125
1020,73.186,72.786,0.4000000000000057
1021,76.75,76.565,0.18500000000000227
1022,105.839,104.797,1.0420000000000016
1023,80.634,80.517,0.11700000000000443
1024,99.27199999999999,98.697,0.5749999999999886
1025,94.283,93.95,0.3329999999999984
1026,89.594,89.254,0.3399999999999892
1027,77.225,76.687,0.5379999999999967
1028,93.98400000000001,93.815,0.16900000000001114
1029,69.086,68.868,0.21800000000000352
1030,97.506,97.055,0.4509999999999934
1031,64.606,64.206,0.3999999999999915
1032,80.243,79.628,0.6149999999999949
1033,75.722,75.661,0.06099999999999284
1034,86.67699999999999,86.501,0.17599999999998772
1035,87.44200000000001,87.011,0.4310000000000116
1036,77.577,77.168,0.4089999999999918
1037,103.505,102.72999999999999,0.7750000000000057
1038,80.548,80.169,0.3790000000000049
1039,76.981,76.64,0.340999999999994
1040,93.919,93.239,0.6799999999999926
1041,87.126,86.738,0.38800000000000523
1042,77.627,77.614,0.012999999999991019
1043,75.474,75.061,0.4129999999999967
1045,89.158,89.149,0.009000000000000341
1046,54.388,53.995,0.3930000000000007
1047,96.545,96.35900000000001,0.18599999999999284
1051,82.565,82.346,0.2189999999999941
1052,91.2,90.65899999999999,0.541000000000011
1053,75.548,75.199,0.34900000000000375
1054,79.485,79.10900000000001,0.37599999999999056
1055,78.281,77.974,0.30700000000000216
1055,78.281,77.974,0.30700000000000216
1056,71.747,71.486,0.2609999999999957
1057,102.521,102.22399999999999,0.29700000000001125
1058,64.971,64.671,0.29999999999999716
1059,92.181,91.736,0.4449999999999932
1060,64.906,64.559,0.3470000000000084
1061,87.58,87.245,0.33499999999999375
1062,77.233,76.871,0.362000000000009
1064,70.382,70.332,0.05000000000001137
1065,81.41499999999999,80.913,0.5019999999999953
1067,85.417,84.795,0.6219999999999999
1069,95.36,95.37700000000001,-0.017000000000010118
1071,69.374,69.189,0.18500000000000227
1072,88.752,88.668,0.08399999999998897
1073,83.82900000000001,83.46000000000001,0.3689999999999998
1074,92.311,91.782,0.5290000000000106
1076,79.605,79.226,0.3790000000000049
1078,90.645,90.16,0.48499999999999943
1079,80.68299999999999,80.471,0.21199999999998909
1080,73.338,72.797,0.5409999999999968
1081,103.939,103.398,0.5409999999999968
1084,66.44200000000001,66.23,0.2120000000000033
1085,93.285,92.922,0.36299999999999955
1086,78.973,78.51599999999999,0.45700000000000784
1087,106.178,105.767,0.41100000000000136
1088,71.705,71.512,0.19299999999999784
1089,82.13,82.13,0
1091,115.602,114.012,1.5900000000000034
1092,90.906,90.65899999999999,0.2470000000000141
1093,96.695,96.368,0.3269999999999982
1094,80.006,79.325,0.6809999999999974
1096,85.711,85.096,0.6149999999999949
1098,91.504,91.381,0.12300000000000466
1099,89.706,89.451,0.25500000000000966
1100,78.218,77.768,0.45000000000000284
1101,102.24199999999999,101.654,0.5879999999999939
1102,88.086,87.795,0.2909999999999968
1104,72.967,72.395,0.5720000000000027
1105,73.691,73.334,0.3569999999999993
1107,65.686,65.428,0.2580000000000098
1108,89.798,88.896,0.902000000000001
1109,78.743,77.703,1.039999999999992
